ID	TEXT
935	show me all flights and fares from denver to san francisco
1201	i would like to book a flight from chicago to seattle on june first
3193	all flights and fares from atlanta to dallas round trip after 12 pm less than 1100 dollars
175	list all daily flights between boston and oakland and between oakland and boston using delta airlines
3227	show me continental flights from chicago to seattle on saturday morning
2993	i will be staying downtown in atlanta for two hours could you tell me what the ground transportation is available
364	i want to go between boston and washington early in the morning
662	what is the cheapest flight from boston to san francisco
3243	how many first class flights are provided by american airlines
3860	does delta fly from atlanta to san francisco
2635	explain the restriction ap 57
3121	what flights are available between philadelphia and denver on september sixteenth
3962	can you tell me what aircraft is used for delta flight 1222 from kansas city to salt lake city
2740	all flights from washington dc to san francisco after 5 pm on november twelfth economy class
4430	show me the flights from baltimore to philadelphia
2463	show me flights from pittsburgh to san francisco on friday leaving after 12 noon
1372	show me all the direct flights from baltimore to atlanta
2703	is there a 4 o'clock flight from washington dc to denver
439	what's the first flight from boston to san francisco
602	list the number of flights arriving in dallas fort worth from boston before noon
2627	am flights from atlanta to philadelphia
3202	please list the flights from new york to los angeles
429	what is the cheapest one way fare from san francisco to boston on wednesday august twenty first
2658	what does fare code y mean
1109	how many first class flights does united have leaving from all cities today
3072	what's the cheapest flight from denver to pittsburgh
3294	i need information for a flight from denver to atlanta
2406	would you be able to put me on a flight with delta leaving the morning of august twenty seventh from baltimore to san francisco
339	dallas to san francisco leaving after 4 in the afternoon please
785	what is mco
686	please list united flights between boston and denver departing at 9 am
3942	show all flights philadelphia to dallas
3768	what is the latest flight between washington and boston
4306	what do these cost
3188	display all flights leaving from toronto to san diego on us air laying over in washington dc
2895	i need information flight information for tuesday on a flight leaving baltimore bound for dallas
3749	can you tell me the flights that go from boston to atlanta sometime after 5 pm
1221	what flights from any city land at general mitchell international
3156	what is the cheapest flight from denver to pittsburgh
903	what are the evening flights flying out of dallas and going to san francisco on american airlines
3959	show me the flights from love field
3915	what ground transportation is available at baltimore
2041	what's the difference between fare code q and fare code f
1657	what is the cheapest round trip flight from denver to atlanta
1736	i would like a flight from kansas city to st. paul departing at 4 pm
2334	show me all flights from oakland to philadelphia on saturday which serve a meal and arrive in philadelphia before noon
1593	show me flights from pittsburgh to philadelphia
366	what's the last flight leaving from pittsburgh to oakland
2258	what are the morning flights from philadelphia to dallas going on american airlines
1415	what are the flights from indianapolis to san diego on wednesday the twelfth
2199	what flights are there from new york city to las vegas
1881	am flights from dallas to san francisco
4071	what is the latest flight from salt lake city to phoenix
1460	cheapest airfare from orlando to tacoma
3566	i would like to find a flight from pittsburgh to boston on wednesday and i have to be in boston by one so i'd like a flight out of here no later than 11 am
3206	could you please give me a one way fare from pittsburgh to atlanta
238	explain fare code qx
3798	i want a flight from denver to atlanta
892	does midwest express serve montreal
1653	show me all flights from montreal
3567	show me the latest dinner flight from baltimore to oakland
1532	ground transportation san francisco
3012	i'd like a list of the flights from oakland to dallas fort worth on sunday
3947	show me the flights from denver to atlanta
3830	what are the coach fares for flights from pittsburgh to denver
343	what is the cheapest flight from long beach to memphis
3773	does american airlines offer a flight from boston to oakland which stops in denver
3941	flights from atlanta august second
3598	list all flights arriving and departing at general mitchell international
1486	listing of all first class flights from washington to san francisco
848	show me a list of the flights from san francisco to boston
3123	show me flights which leave from boston on july twenty second arriving in pittsburgh
2641	show me us air fares for next sunday from miami to cleveland
85	how long does it take to get from atlanta airport into the city of atlanta
167	what are the ground transportation services in philadelphia
2967	show me your flights from atlanta to denver on june fourth
4066	ground transport phoenix
1008	is there ground transportation in st. louis
3738	give me the flights from salt lake city to new york city arriving before 6 pm
1418	what are all flights to denver from philadelphia on sunday
3716	please list available ground transportation in pittsburgh
2409	give me the flights from indianapolis to orlando on december twenty seventh and twenty eighth
2657	i need a nonstop flight from atlanta to baltimore arriving between 5 pm and 730 pm
3686	show me the flights on twa to atlanta in the morning
46	what are all the flights into atlanta's airport
4133	list the flights from indianapolis to houston
2346	what classes of service does twa have
1811	what are the flights from baltimore to dallas on sunday night
4348	i need to go from boston to atlanta and back in the same day find me the earliest flight from boston
616	list all flights that leave from baltimore or denver or pittsburgh and arrive in philadelphia
2069	are there any flights from denver to atlanta to pittsburgh
1522	how much does it cost to fly directly from philadelphia to san francisco on american airlines
4238	does any airline have an early afternoon flight from boston to pittsburgh
3897	show me the earliest flight from boston to denver
545	show me the earliest flight from denver to las vegas
2352	i'd like a flight from san diego to toronto on alaska airlines leaving around 1 pm
1078	cheapest airfare from tacoma to orlando
2175	i want to go from denver to atlanta round trip and make a stop at pittsburgh may i have the cheapest fare
29	show flights leaving miami to cleveland on us air that leave after noon
624	what is the fare going from atlanta to boston one way on november seventh
987	now list for me only the united flights that flight from oakland to boston
837	are there any direct flights from atlanta to philadelphia arriving in philadelphia about 12 noon
2518	tell me about ground transportation in st. petersburg airport
9	on tuesday what flights leave phoenix to st. paul minnesota and leave after noon
4230	show flights and fare information from pittsburgh connecting through denver to oakland
2137	ground transportation between airport and downtown in boston
3948	is there a flight from denver to san francisco on continental airlines leaving after 12 o'clock in the afternoon
404	show me one way flights from milwaukee to orlando leaving on wednesday morning
147	all flights from denver to pittsburgh leaving after 6 pm and before 7 pm
3631	houston airports
3432	how far is oakland airport from downtown
1029	please show me flights from dallas to denver
3269	what is the name of the airport at denver
425	show flights from denver to oakland arriving between 12 and 1 o'clock
2306	i'm requesting flight information on a flight from denver to san francisco on wednesday
2590	looking for a flight from cleveland to dallas
389	please list the flight times from newark to boston
1099	list the flights from st. petersburg to toronto
1472	what's the cost of a first class fare from philadelphia to san francisco
3995	what's the earliest flight from san jose to houston
2973	show me all the flights between oakland and denver
4067	what flights are there from pittsburgh to los angeles
4183	find a flight from washington dc to san francisco on tuesday
3902	how many american airline flights leave denver june tenth
3310	what flights go from denver to san francisco
1739	list the flights from baltimore to seattle that stop in minneapolis
4234	what kind of ground transportation is available in denver
1132	list all flights on united from san francisco to boston
991	i'd like a list of all the flights from san francisco to pittsburgh on sunday please
1887	show me the car rentals in baltimore
824	how can i get from the airport in pittsburgh to downtown
4408	i would like a schedule of flights from denver to san francisco on tuesday
1036	what's the difference between fare code q and fare code b
3621	on eastern flight 825 from atlanta to denver can you tell me what type of aircraft used before 12 noon
4007	what flights go from san francisco to denver on mondays
2187	on november twenty third of this year 1991 i'd like to fly from atlanta to denver and i'd like to fly on delta
964	please give me information on a flight on april seventeen from philadelphia to boston as early as possible
3546	all flights to baltimore after 6 pm
1312	which united airlines flight flies across this continent and leaves from boston goes to dallas and makes a stopover in philadelphia
905	what do you have from philadelphia to dallas on saturday morning
3250	i want a one way ticket from dallas to baltimore
1967	i would like information on flights leaving atlanta and arriving in dallas
1376	what is the cheapest ticket from baltimore to san francisco on friday august thirtieth
1393	show all flights and fares from pittsburgh to san francisco
3127	what is the fare from boston to oakland on united airlines
2587	what airline is dl
3159	what times on wednesday could i take a plane from denver to oakland
2805	flights from san francisco august one
2254	i need to take ten people from denver to phoenix please give me the flights during the week
3653	how many flights has continental into and out of atlanta
1541	show me flights from new york to miami
517	give me a flight from tampa to charlotte on sunday
4367	what flights depart newark for tampa on friday
574	show me all daily flights between milwaukee and orlando
1714	from baltimore to san francisco
7	show me all the flights from philadelphia to cincinnati
2354	how far is downtown from the airport in dallas
2537	show me the round trip tickets from baltimore to atlanta
654	find me the earliest flight from boston to denver that serves breakfast
813	american airlines from phoenix to milwaukee
2879	list all flights from atlanta to baltimore thursday morning
4243	i need a flight from atlanta to philadelphia and i'm looking for the cheapest fare
1004	what're the flights from memphis to las vegas that arrive on a sunday
240	i'm trying to find a flight from columbus to phoenix through cincinnati
4341	i need a flight from philadelphia to dallas that stops in atlanta
2962	what are the flights from dallas to philadelphia
923	show me airlines between boston and san francisco
2671	give me the latest flight tomorrow on american airlines from milwaukee to tacoma
4172	how do i get from the airport to downtown in tacoma
372	give me the flights from milwaukee to st. louis leaving sunday morning
2006	show me all flights from san francisco to pittsburgh
1288	flight information from oakland to denver
1230	flights from memphis to seattle
3153	show me all flights from denver or philadelphia or pittsburgh to baltimore
4062	what kind of ground transportation is available in atlanta
3833	what is the cheapest flight from long beach to memphis
1693	what flights are there from memphis to las vegas
3651	give me a list of all the flights from baltimore to philadelphia or denver to philadelphia or pittsburgh to philadelphia
4055	please give me a list of flights leaving boston going to pittsburgh
737	what airlines fly between san francisco and denver
2130	show me the prices of first class tickets on us air round trip from cleveland to miami
1300	can you tell me what flights you have from baltimore to dallas
4047	what about the eastern airlines flights arriving in pittsburgh between 12 and 4 in the afternoon
869	what is the latest flight in the day from baltimore to atlanta
502	boston to denver monday
148	list flights from phoenix to detroit on wednesday
52	list all afternoon flights on united airlines from san francisco to denver
3335	what flights are available from san francisco to pittsburgh on thursday evening
3066	what are the coach class fares on flights from pittsburgh to atlanta
3078	i'm starting from denver
3276	give me a flight from newark to tampa on friday
124	what kind of ground transportation is there once i get to dallas
1765	i would like to travel from boston to denver
3586	please list the sunday flights from dallas to houston on american airlines
2398	what flights from boston arrive in dallas fort worth before 5 pm
1168	i'm looking for ground transportation in dallas
2081	tell me which airlines have flights from pittsburgh to san francisco on monday september second
3403	please tell me the flights between boston and philadelphia next thursday
1959	what is the flight schedule of the f28 from pittsburgh to baltimore
1504	show me the flights going from pittsburgh to san francisco on monday
1405	show me flights from dallas to san francisco on wednesdays
4141	what does fare code qx mean
3790	what is the most expensive flight from boston to dallas round trip
3160	show me the flights that go from san diego to newark by way of houston
2540	show me the one way flights from detroit to westchester county
1568	list flights from atlanta to boston on wednesday afternoon and thursday morning
2399	list all flights leaving denver arriving in seattle on saturday that depart after 1230 pm
1500	what flights between dfw and oakland arrive in oakland between 1133 am and 43 pm
2311	i'd like to have some information on a ticket from denver to atlanta with a stop in pittsburgh
2382	how much will it cost taking coach from orlando to indianapolis on december twenty ninth flying us air 311
320	show me the flights from philadelphia to baltimore
888	i would like to book a flight from baltimore to san francisco before 12 o'clock on tuesday
1064	show me all the flights on delta airlines and twa that go to atlanta in the morning
3881	what is fare code h
3010	may i have a listing of flights from long beach to columbus ohio on tuesday
2670	i want to fly from milwaukee to orlando
2716	all flights from boston to washington dc
3601	i'd like to find a us air flight from orlando to cleveland that arrives around 10 o'clock in the evening
1771	show me flights from philadelphia to denver on a monday
3516	i'd like to find the earliest flight possible from san francisco to atlanta
2219	american flights from cincinnati to salt lake city
1821	is there a flight on united airlines from boston to denver
3430	what are the cheapest one way flights from atlanta to pittsburgh
3131	how much is a first class ticket from boston to san francisco
2603	is there an early morning delta airlines flight between boston and washington
332	i want to fly from atlanta to philadelphia nonstop
683	what kind of aircraft will i be flying on if i take a first class american airlines flight from philadelphia to dallas
3203	what does fn under fare code mean
3051	what flights does us air have from san francisco to pittsburgh on tuesday
3259	round trip fares new york to san jose
197	explain meal codes sd d
3175	please list the flights from washington dc to atlanta
4290	show me flights from oakland to dallas on sunday
2882	please explain fare code f
1153	what flights leave denver before noon on northwest airlines
3811	all right what do you have from oakland to philadelphia on wednesday
2299	show me the first flight that arrives in toronto from cincinnati
1136	are there any nonstop flights from indianapolis to san diego on wednesday may twelfth
371	show me all flights arriving to denver from oakland
990	i'd like a flight from washington that stops in denver and goes on to san francisco
1238	list all flights from boston to atlanta after 6 o'clock pm on wednesday
3713	what flights are there from houston to dallas
150	show me the flights from love field to any other airport
2983	what are the flights from cleveland to indianapolis for wednesday the twelfth
1535	give me flights that arrive in baltimore from denver
3687	i want a flight from boston to denver that stops in pittsburgh
1277	show me all the night fares between philadelphia and san francisco
486	round trip fares from baltimore to philadelphia under 1000 dollars
2225	list nonstop flights from burbank to denver arriving by 6 pm
2999	show me which flights from san francisco to pittsburgh on a monday are first class
1683	i need to fly from boston to denver this monday
618	show me round trip fares from denver to philadelphia
2200	does united have a flight from miami to washington dc on wednesday
3308	okay i'd like a flight from boston to san francisco that leaves before 8 am
386	give me the least expensive first class round trip ticket on us air from cleveland to miami
3695	show me the flights from san francisco to washington dc
578	list all the flights from charlotte to atlanta that return around 7 pm
1110	show me all flights from indianapolis
1642	do you have any flights from pittsburgh to boston on wednesday of next week in the morning
334	could you give me the schedule of flights for american and delta to dfw on august fifteenth
3379	what flights from houston to milwaukee on friday on american airlines
3295	which is the flight number for the us air flight from philadelphia to boston is it 279 or is it 137338
1426	saturday or sunday flights between milwaukee and phoenix american airlines
489	i would like a flight from pittsburgh to san francisco on august twentieth
4159	what flights from kansas city to denver
1627	what ground transportation is there in oakland
2655	show me the evening flights from philadelphia to baltimore
210	list the takeoffs and landings at general mitchell international
1830	i would like to fly from denver to atlanta by way of pittsburgh
676	what are all flights from philadelphia to denver on wednesdays
1006	round trip fares from baltimore to philadelphia under 1000 dollars
1863	i need a flight from atlanta to baltimore and this flight should arrive at 7 pm please
3549	show flights from pittsburgh to oakland
2987	what are the flights from boston to san francisco
2824	what is the most expensive flight from dallas to baltimore
4476	i'd like a twa flight from las vegas to new york nonstop
782	what first class flights are available from denver to baltimore on july twenty fifth 1991
4027	can you show me the available flights from baltimore to dallas with economy fares
3760	flight will start from boston
2787	what is the type of aircraft for united flight 21
3629	show me flights from atlanta to washington dc leaving on thursday
3249	which airlines fly between boston and baltimore
4267	i need a nonstop flight from san diego to phoenix
1283	please find the earliest possible flight from boston to denver
183	okay could you get me a round trip ticket from indianapolis to kansas city
3929	what's the cheapest way to fly between atlanta and denver
2297	show me all the flights that arrive in baltimore in the evening
2995	does delta airlines fly from boston to washington dc
4188	i want to go from boston to oakland
1672	how many stops on continental 1765 from boston to san francisco
1443	i'm looking for a flight from boston to denver that has no stopovers and is only in the afternoon
953	of the flights available from dallas to baltimore on august third which airline has the least expensive flight
2381	what flights from san jose to dallas on friday afternoon
1955	lowest fare from san francisco to san diego
3502	list all flights from baltimore to philadelphia
890	does twa have a flight from indianapolis to houston arriving at 11 am
3351	what is the aircraft type with the greatest seating capacity
761	what is the cheapest flight from pittsburgh to atlanta one way
2467	philadelphia to boston monday
466	can you list all the airlines that have flights from boston to san francisco
1962	show me the flights that go from tacoma to miami
533	i'd like a first class flight from denver to baltimore on january first
469	i now need a flight from san jose to houston leaving on sunday the fourth
4396	okay on tuesday june first i'd like to go from phoenix to detroit in the late afternoon
539	on flight us air 2153 from san francisco to baltimore what time and what city does the plane stop in between
1701	is there a flight leaving san francisco to denver
2045	show me the flights on sunday from tampa to charlotte
3076	what afternoon flights are available from denver to san francisco on wednesdays
2335	what flights do you have leaving denver and arriving in san francisco
4343	show me all the lufthansa flights between philadelphia and denver
3449	what is the earliest flight departing san francisco and arriving in oakland on november eighth
1597	i would like the flight number and the time for the cheapest fare that is the least expensive first class fare from san francisco to pittsburgh leaving after 8 pm monday night
1610	what do you know about car rental in denver
638	us 3724 baltimore to philadelphia what is the fare
3116	show me flights from denver to atlanta
1266	how do you get from the airport to downtown dallas please
529	i would like to fly from boston to baltimore please tell me what are the times of the flights
193	show me delta flights from dallas to denver
3350	can you list flights from washington to toronto with the lowest one way fares
954	give me the flights and fares on december twenty seventh from indianapolis to orlando
1664	what does restriction ap 57 mean
330	show all airlines flying from pittsburgh to san francisco
2954	what is the fare going one way on november seventh from denver to oakland
1235	i'd like to take a flight from washington dc stop in denver and with my final destination as san francisco
152	list all flights from washington dc to tampa florida
1247	show me all flights from boston to denver which arrive in denver wednesday before noon
411	information on american airline flights from washington to philadelphia early morning times of flight
4320	i'd like to fly round trip from boston to pittsburgh
1566	what flights are available tuesday afternoon from pittsburgh to atlanta
1354	i'd like to go from st. paul to kansas city on friday with a meal
910	wednesday morning flights between baltimore and newark new jersey
3510	show me flights from boston to san francisco arriving before 1 pm
418	show me all flights that go from new york to miami on tuesday and go from miami to new york on sunday
1530	what type of airplane is an m80
2058	show me the flights from san francisco to boston on august thirty first
2826	find travel arrangements for a round trip flight from baltimore to pittsburgh
688	show me the evening flights from philadelphia to atlanta
2378	show me all flights from atlanta to san francisco which leave the day after tomorrow after 5 o'clock pm
1544	what are the restrictions on the cheapest one way fare between boston and oakland
2910	give me a flight from memphis to las vegas and new york city to las vegas on sunday that arrive at the same time
415	which airlines have first class flights today
3041	please list all flights on northwest and united airlines that go to denver
4121	give me flights that arrive in baltimore from denver
1925	i'd like information on flights between philadelphia and san francisco with a stop in dallas
1281	what are flights from boston to st. petersburg
2566	list the flights from dallas to san francisco on american airlines
92	show me all the direct flights from atlanta to baltimore
2079	i would like the least expensive airfare flight on sunday to pittsburgh from san francisco
1151	list all nonstop flights from los angeles to pittsburgh before 5 pm on tuesday
2362	i would like to see all flights from baltimore to philadelphia
2471	flight from denver to dallas fort worth
2102	what ground transportation is available at denver airport
1491	what is the cheapest fare from washington to san francisco leaving on september thirtieth
1468	what airlines fly from dallas to baltimore
1123	how long does it take to get from denver to oakland
370	i'd like to have flight from denver to pittsburgh
3664	which delta flights fly from boston to philadelphia
2277	what flights go from seattle to boston via minneapolis
2144	what flights leave charlotte north carolina and arrive in phoenix arizona on monday before 4 pm
2791	what is the earliest flight leaving washington to san francisco
3909	what flights do you have from burbank to tacoma washington
4429	what is the cheapest fare from dallas to denver on delta
2901	list american airlines flights from newark to nashville
2224	show me fares from baltimore to philadelphia
659	what stops does dl 838 make from san francisco to atlanta
2380	show me all flights between boston and washington
30	please give me a list of all the flights between dallas and baltimore and their cost
1537	is there a flight from boston to atlanta which leaves boston in the afternoon and arrives close to 5 pm
3197	i need to fly from baltimore to dallas on tuesday evening
4356	what is the cheapest round trip flight from atlanta to pittsburgh
1073	please show me airlines with flights from denver to philadelphia
4391	what flights are there from denver to atlanta
198	i want the flights from denver to pittsburgh
2689	show me the flights from atlanta to baltimore
1361	give me flights without fares from atlanta to baltimore
1963	show me the flights from boston to san francisco stopping in dallas on american airlines
3795	a listing of all flights from boston to baltimore before 10 am on thursday
2691	what flights are there from newark to tampa
2946	i want a flight between oakland and boston that arrives before 5 pm
1211	what flights does delta have from denver to dallas after 5
1677	flights from newark new jersey to minneapolis
3956	now i need flight information leaving atlanta and arriving in baltimore in the afternoon
356	what is the earliest flight that i can get from bwi to boston logan
3213	what is the smallest aircraft available flying from pittsburgh to baltimore arriving on may seventh
2407	what is fare code h
3492	rental cars in boston
4144	show me the flights from boston to fort worth on the morning of july tenth 1991
1795	what are my choices of flights from las vegas to new york
1509	what ground transportation is available in baltimore
3843	show me flights from baltimore to philadelphia
1651	philadelphia to boston monday
3670	can you show me what fares are available from oakland to dallas on december sixteenth one way only
3393	i need to book a flight from newark to tampa on april fourth
3120	what sort of ground transportation is there in washington dc
1336	what ground transportation is available in denver
4412	what airlines fly from boston to atlanta
2746	first class american flight from philadelphia to dallas on wednesday
849	please list flights from atlanta to philly
4185	what is the first flight that goes from atlanta to baltimore that serves breakfast
2377	what is the last flight from washington to boston
4275	what airlines have flights from baltimore to seattle
2932	what airport is at tampa
157	phoenix to denver
188	i want a flight from philadelphia to dallas with a stop in atlanta
2493	show me all flights from san diego to los angeles
4213	on november twenty third what flights are available between boston and denver
2113	how about arrivals for american in atlanta
1760	ground transportation in westchester county
1859	what is bur
3819	i want a direct flight from oakland to boston that leaves on a wednesday
3861	airline and flight number from columbus to minneapolis
3719	what is the cheapest round trip fare on continental 1291 round trip denver san francisco
171	what airlines fly between boston and atlanta
2018	show me flights from philadelphia to oakland on friday
3130	i want to travel from kansas city to chicago round trip leaving wednesday june sixteenth arriving in chicago at around 7 o'clock in the evening and returning the next day arriving in kansas city at around 7 o'clock in the evening which airlines fly that route
293	list the cheapest one way flight from miami florida to charlotte north carolina
3899	show last flight from philadelphia to boston
604	show flights from denver into san francisco
2546	what type of ground transportation is available at logan airport
492	show me all flights from pittsburgh which leave tomorrow and arrive in boston
4443	show me the first class flights from denver to baltimore
1506	show me the flights from cincinnati
1067	i want a flight from san francisco to denver leaving san francisco in the afternoon arriving denver around 5 in the afternoon
3367	flights from dallas to houston in the morning
1106	list flights from pittsburgh to baltimore on thursday morning nonstop
898	what is the cheapest flight from long beach to memphis
3176	i would like to fly to baltimore
2628	what does the fare code y mean
3875	i want to fly from boston to san francisco
1867	give me the flights from kansas city to chicago leaving next wednesday arriving at chicago at about 7 pm
1534	please list all the takeoffs and landings for general mitchell international
3708	flights from pittsburgh to baltimore between 10 am and 2 pm
4060	list flights from atlanta to boston on wednesday afternoon
2105	what flights leaving pittsburgh arrive in denver and leave after say 6 o'clock at night
1329	all flights and fares from pittsburgh to dallas round trip after 12 pm less than 1100 dollars
428	also show me flights from san francisco to pittsburgh on tuesday
498	all flights from boston to washington dc after 5 pm on november eleventh economy class
209	show me all flights from new york to miami leaving on a tuesday and show me all flights from miami to new york leaving on sunday
1016	i want to leave boston at 838
475	show me the flights out of love field
16	show me the flights from dallas to baltimore in first class
4233	what flights does delta have between boston and san francisco
984	what's the lowest one way fare from pittsburgh to denver
203	list the round trip flights from st. paul to san jose
2359	i want a flight from montreal quebec to san diego california that leaves sunday
673	please list all flights tuesday dallas atlanta
3626	show me all the flights from indianapolis to san diego on us air
1298	please list the flights from toronto to washington dc
4285	the most expensive flight between boston and philadelphia
3445	what airlines are ac and as
2730	explain restriction ap 57
2807	show me flights from boston to baltimore coach on wednesday about 12 noon
703	show me all nationair flights from toronto
388	what are the flights from kansas city to burbank on saturday may twenty two on southwest
1549	what is the cheapest round trip fare between boston and san francisco
4103	i would like to know the flights from denver to pittsburgh leaving on monday
1585	show me all flights from miami to new york
4184	what is the latest us air flight leaving philadelphia and returning to boston
3701	all one way flights between boston and philadelphia
385	how much is a first class ticket from washington to san francisco leaving on friday
3755	i want a flight on twa from boston to san francisco
4314	i would like to book on delta airlines their earliest possible flight from washington dc to san francisco
2639	does flight dl 323 dl 229 from boston to denver stop in philadelphia
915	what is the least expensive flight from baltimore to san francisco
2261	what is the ground transportation available in fort worth texas
3888	show sunday flights from seattle to chicago
3014	let's see how much would a direct flight from atlanta to denver be on may seventh
1650	i would like an early morning flight from chicago into seattle on continental airlines
2681	show me the flights from dulles to san francisco leaving after 6 pm
3132	morning flight from boston to philadelphia
1152	show me all flights from san francisco to pittsburgh on friday
359	i would like a nonstop flight between pittsburgh and philadelphia leaving in the afternoon and arriving in the vicinity of 5 pm
839	i need to go to san diego from toronto but i want to stopover in denver
435	what is the smallest aircraft available to fly on from pittsburgh to baltimore
3769	what are the different classes of service and the prices for us air
4072	what is the latest evening flight leaving san francisco for washington
4331	are there any nonstop flights from philadelphia to denver that arrive before 5 pm
3996	show me the flights from boston to dallas
2445	show me all flights from pittsburgh to atlanta
527	show me the southwest airlines flights from san diego to san francisco
941	list all flights from baltimore to atlanta after 12 noon thursday
2545	what are the flights from nashville to tacoma on tuesday the eighteenth of may
2562	show me flights from pittsburgh to philadelphia
398	i need to fly from washington to san francisco but i'd like to stop over at dallas can you tell me a schedule of flights that will do that
1805	are there any early flights from atlanta to washington on thursday mornings
1810	what's the cheapest first class airfare from pittsburgh to san francisco
1140	from las vegas to new york a nonstop twa and fare
3489	what is the least expensive one way ticket from atlanta to denver leaving on october twelfth
2600	what flights from atlanta to st. louis on tuesday arriving around 230 pm
4315	show me all flights from pittsburgh to oakland that arrive after 10 am
4276	tell me the last flight from atlanta to philadelphia
1475	i'm trying to find a flight from kansas city to burbank on saturday the twenty second
4214	show me the flight classes for delta airlines
3949	what is the earliest flight leaving from boston going to atlanta
121	show me the flights from denver that go to pittsburgh and then atlanta
531	show me flights from atlanta to baltimore
4008	hello i'm trying to find a flight that goes from pittsburgh to denver after 2 pm
2563	while i'm in pittsburgh what ground transportation is available
2017	what is restriction ap 57
3852	what is the fare going from baltimore to boston one way on november seventh
3264	what flights go from philadelphia to san francisco via dallas
2164	please list all the flights from boston to denver which serve meals
1772	show me the fare for delta flight 296 from atlanta to philadelphia
3133	i would like a flight from washington to boston leaving at 230 on august twentieth
482	how many fares are there one way from tacoma to montreal
607	i want a list of flights from pittsburgh to baltimore on thursday that arrive in baltimore before 10 am
3625	what nonstop flights between boston and washington arrive after 4 o'clock pm
3293	on april twenty would like to fly from denver to pittsburgh at about 8 o'clock in the morning
1813	show me flights from new york to miami
2722	list all flights from pittsburgh to philadelphia
280	weekday flights from san francisco to denver
2553	do all the flights to oakland land at the same place
1930	list flights from atlanta to boston leaving between 6 pm and 10 pm on august eighth
4398	what flights go from dallas to tampa
2355	list the fares of the delta airlines flights from boston to philadelphia
3423	list all flights from indianapolis to seattle
834	please show me the flights from washington dc to san francisco california
4235	okay on the following wednesday i'd like to go from memphis to cincinnati as early as possible
4369	i want a flight on continental airlines leaving san francisco california arriving pittsburgh pennsylvania
3681	what is the least expensive business class flight between atlanta and dallas
3610	one way
1889	show me flights from new york to miami
3558	ground transportation atlanta
678	may i have a listing of flights from minneapolis to long beach california on tuesday
2542	i want to go from boston to oakland on united and leave at 838 am which flight should i take
3553	show the flights from milwaukee to orlando on a thursday morning
1796	what is the cheapest one way fare from boston to washington
1638	flight from washington dc to salt lake city
1205	ground transportation in las vegas
317	find the cheapest one way fare from boston to oakland
1129	find the flights that leave philadelphia and arrive in dallas by noon
202	what's the cheapest fare from san francisco to baltimore
679	show me all flights between san francisco and philadelphia for september fifteenth
575	find me a flight from boston to san francisco with a layover in denver
1596	what are the united airlines flights between baltimore and denver on august twelfth
4091	what ground transportation can i take into boston
2204	what type of aircraft does eastern fly from atlanta to denver before 6 pm
1481	please list the morning flights from philadelphia to toronto
1044	which flights go from philadelphia to san francisco
4472	i would like a flight from boston to denver on monday
3839	display all flights from toronto to san diego on us air with a layover in phoenix
1096	american flight 4400 from cincinnati to houston
1709	show me the flights from san diego to washington dc
505	what ground transportation is available in san francisco
2517	i would like to fly from boston to baltimore
1432	what is the yn code
1738	show me the flights from denver to san francisco
458	please tell me the type of aircraft used from atlanta to denver before 12 o'clock noon
2460	i'd like to find the cheapest flight from washington dc to atlanta
2111	show me the flights arriving around noon in baltimore from denver
4421	looking for a flight from denver to salt lake city
3838	what flight from denver to pittsburgh arrives earliest in the morning
4455	show flights from pittsburgh into san francisco arriving after 12 noon
1555	are there delta flights leaving atlanta
4274	i need a flight from phoenix to detroit leaving monday evening
142	what flights are available friday afternoon from philadelphia to oakland california
3812	what type of aircraft flies from pittsburgh to baltimore
2735	display all flights from baltimore to boston on july twenty ninth
610	i'd like information on a flight from denver to san francisco on united air
798	what is the schedule of flights from boston to denver next monday
804	show me the flights from baltimore to oakland
2421	are there any other flights from boston to pittsburgh wednesday next week later than 5 pm
2960	what is the last flight leaving san francisco going to washington on friday
1784	list types of aircraft that connect boston and san francisco
570	i'd like to fly from denver to pittsburgh to atlanta could you find me the cheapest way to do this
1665	now i need a one way flight from pittsburgh to denver
153	can you tell me the cheapest one way fare from boston to san francisco
1861	show flights between denver and san francisco for september seventeenth
548	leaving washington going to san francisco the latest flight
4317	flights from pittsburgh to newark
2957	what ground transportation is available in boston
3171	i need a flight from tampa to montreal
1403	flight 417 from cincinnati to dallas
191	flights from phoenix to las vegas
2860	what northwest airline flights leave denver before noon
948	i need a flight from kansas city to chicago next wednesday that reaches chicago around 7 in the evening
212	show me the first class fares from baltimore to dallas
1296	baltimore to philadelphia wednesday
3637	round trip first class fares new york to miami
3559	what's the latest flight from san jose to houston
3278	list all flights please from washington to san francisco
1773	looking for a flight to salt lake city
3058	how many flights does continental airlines have with a class of service code f
436	show me flights from pittsburgh to dc
3926	show all nonstop flights from boston to atlanta
797	information on afternoon flights from philadelphia to denver
3167	is there a red eye flight from san jose to nashville on wednesday the nineteenth of may
448	what flights do you have from baltimore to san francisco
463	show me the flights next tuesday between philadelphia and san francisco
1692	show me one more time the first class fares from baltimore to dallas
201	i'm trying to fly from denver to boston and i want a flight that serves a meal
2089	show me the flights from boston to san francisco on united airlines
3017	on april fifteenth i would like an early morning flight from boston to atlanta
4303	show me all flights from pittsburgh to baltimore
1172	please show me united nonstop flights between boston and san francisco departing around 5 in the evening
2216	show me all flights from charlotte to columbus
3832	list ground transportation in detroit
