ID	TEXT	INTENT
15079	Set alarm for every five minutes	alarm/set_alarm
15080	Do I need a hat today?	weather/find
15081	weeks forecast, la jolla	weather/find
15082	How much time is left on this alarm.	alarm/time_left_on_alarm
15083	What alarms are set now	alarm/show_alarms
15084	delete last reminder	reminder/cancel_reminder
15085	What is the weather like today in Pensacola, FL?	weather/find
15086	Do I need to bring an umbrella to work today?	weather/find
15087	What's the percentage of rain today?	weather/find
15088	Create a reminder to pick my daughter up from school.	reminder/set_reminder
15089	Will it snow in the next 7 days?	weather/find
15090	Is it snowing in Nashville?	weather/find
15091	What is the seven day forecast?	weather/find
15092	cancel my alarm for tomorrow	alarm/cancel_alarm
15093	Show alarm for tomorrow.	alarm/show_alarms
15094	Is it snowing in Chicago?	weather/find
15095	Remind me to send a birthday card to Mom on her birthday	reminder/set_reminder
15096	Change the alarm from 7AM tomorrow to 8AM	alarm/modify_alarm
15097	What time will the sun set today?	weather/checkSunset
15098	set Snooze alarm for 20 minutes	alarm/snooze_alarm
15099	is the storm over	weather/find
15100	do I need to wear a coat later today?	weather/find
15101	Set reminder to be at the baseball game at 7pm	reminder/set_reminder
15102	Will I need sunscreen in Miami Saturday or will it be overcast?	weather/find
15103	How hot is it in Las Vegas today?	weather/find
15104	What are the high and low temperatures for today?	weather/find
15105	Delete alarm for tomorrow at 8:00am.	alarm/cancel_alarm
15106	Do I need an umbrella?	weather/find
15107	Turn off all alarms.	alarm/cancel_alarm
15108	What is the low temperature today	weather/find
15109	Remind me to wake my husband up at 8	reminder/set_reminder
15110	Do I need a coat?	weather/find
15111	remind me to buy milk tomorrow	reminder/set_reminder
15112	Read the weather forecast for the week.	weather/find
15113	Cancel alarm I set for 8 p.m.	alarm/cancel_alarm
15114	Re-activate all programmed alarms.	alarm/set_alarm
15115	What is the seven day forecast	weather/find
15116	Are there any weather advisories?	weather/find
15117	Will a raincoat be suitable	weather/find
15118	Should like be bring my umbrella with me?	weather/find
15119	Remind me of my follow up appointment on Thursday.	reminder/set_reminder
15120	Make alarm for 7 tonight	alarm/set_alarm
15121	Show my reminders please	reminder/show_reminders
15122	Set alarm for 12pm	alarm/set_alarm
15123	Remind me to visit the mechanic on Friday at 9am	reminder/set_reminder
15124	set alarm for tomorrow at 5pm	alarm/set_alarm
15125	Do I need sunglasses today	weather/find
15126	should i wear a jacket today?	weather/find
15127	Delete an alarm	alarm/cancel_alarm
15128	Change  my daily alarm to 8:15 am.	alarm/modify_alarm
15129	Current temp in Buffalo, NY.	weather/find
15130	What is the forecast for this week?	weather/find
15131	Set alarm for 6 in the morning	alarm/set_alarm
15132	do I need sunglasses?	weather/find
15133	stop all alarms	alarm/cancel_alarm
15134	what is the weather going to be this weekend?	weather/find
15135	Set alarm at 10 pm tonight.	alarm/set_alarm
15136	is it raining in Seattle today?	weather/find
15137	Remind me to buy dog food today	reminder/set_reminder
15138	What is the temperature in Miami	weather/find
15139	Cancel reminder to pick up bread.	reminder/cancel_reminder
15140	forget all reminders	reminder/cancel_reminder
15141	is it going to snow today?	weather/find
15142	Set an alarm for my appointment with my dentist tomorrow morning at 10.	alarm/set_alarm
15143	Set an alarm for 7am tomorrow	alarm/set_alarm
15144	Cancel reminder for Mason's ballgame on Tuesday	reminder/cancel_reminder
15145	Will we race this weekend or is there rain in the forecast?	weather/find
15146	When will it rain?	weather/find
15147	Set alarm for every 5 minutes for 20 minutes. 	alarm/set_alarm
15148	is it raining now?	weather/find
15149	Cancel my alarm for noon.	alarm/cancel_alarm
15150	Turn off all snooze alarms	alarm/cancel_alarm
15151	Are we in a drought?	weather/find
15152	list current reminders	reminder/show_reminders
15153	is there a special weather advisory?	weather/find
15154	Set alarm for 7 am every day.	alarm/set_alarm
15155	is the sun shining outside?	weather/find
15156	How many inches of rain are we getting today?	weather/find
15157	delete my reminders for tomorrow	reminder/cancel_reminder
15158	cancel all alarms	alarm/cancel_alarm
15159	Cancel my reminder to attend exercise class.	reminder/cancel_reminder
15160	is it cold in the street 	weather/find
15161	Set a weekly reminder to call mom on Wednesday's at 8pm.	reminder/set_reminder
15162	Show me my reminder for today	reminder/show_reminders
15163	What is the weather like in the Bahamas today?	weather/find
15164	What time of day is the UV index the highest	weather/find
15165	whats weather like?	weather/find
15166	remind me to do the grocery shopping	reminder/set_reminder
15167	How cold will it be tomorrow morning?	weather/find
15168	set alarm for sauna for 30 minutes	alarm/set_alarm
15169	What is the weather like in New York City this week?	weather/find
15170	is it going to rain this morning	weather/find
15171	Cancel my alarm tomorrow	alarm/cancel_alarm
15172	What is the weather going to be in Louisville at noon tomorrow?	weather/find
15173	Set alarm for 14 mins	alarm/set_alarm
15174	Can I wear shorts?	weather/find
15175	What is the weather in Seatle today?	weather/find
15176	Is it warm enough for shorts?	weather/find
15177	How hot is it going to be today?	weather/find
15178	What's the hottest it will be this week?	weather/find
15179	Remind me to call Paul tonight.	reminder/set_reminder
15180	Remind me to buy pool noodles at the store tomorrow	reminder/set_reminder
15181	remind me to have oil changed on Monday	reminder/set_reminder
15182	Remind me to buy milk tomorrow.	reminder/set_reminder
15183	Any rain expected next week? 	weather/find
15184	What time is the rain going to start?	weather/find
15185	how long before the alarm goes off?	alarm/time_left_on_alarm
15186	Are there any thunderstorms this week?	weather/find
15187	Delete all my reminders.	reminder/cancel_reminder
15188	Remind me to leave a key in the mailbox before I leave for work tomorrow.	reminder/set_reminder
15189	Can I wear sandals today?	weather/find
15190	What is the chances of percipiation  today?	weather/find
15191	Is it windy?	weather/find
15192	What is the UV index today?	weather/find
15193	When does the sun rise?	weather/checkSunrise
15194	will i need to buy snow chains for our trip?	weather/find
15195	Will I need an umbrella tomorrow?	weather/find
15196	show alarms	alarm/show_alarms
15197	remind me to do homework tomorrow night	reminder/set_reminder
15198	Will it rain tomorrow?	weather/find
15199	Show all alarms.	alarm/show_alarms
15200	Cancel the alarm for tonight.	alarm/cancel_alarm
15201	What are the chances of hail tomorrow?	weather/find
15202	WHATS THE WIND LIKE TODAY	weather/find
15203	Remind me to detangle my hair every 3 weeks	reminder/set_reminder
15204	Will the highs be in the low 80s tomorrow?	weather/find
15205	list my reminders for the week	reminder/show_reminders
15206	How hot will it be today?	weather/find
15207	remind me to pick up takeout from papa murphy's tomorrow at 3 pm	reminder/set_reminder
15208	how much rain will we have today	weather/find
15209	Set reminder to due bills tomorrow	reminder/set_reminder
15210	Is rain in the forecast?	weather/find
15211	Remind me to clean the house tomorrow.	reminder/set_reminder
15212	what is the temperature outside	weather/find
15213	Remind me to call Mom on her birthday	reminder/set_reminder
15214	weather Miami, FL	weather/find
15215	remind me to pick up moms meds	reminder/set_reminder
15216	Was today a record high for temperature?	weather/find
15217	Is it going to rain at Desoto Park on Sunday?	weather/find
15218	Do I need a coat? 	weather/find
15219	Turn off the alarm	alarm/cancel_alarm
15220	what is the low in nola tonight	weather/find
15221	How is the weather at home today	weather/find
15222	Reminder for school pickup tomorrow at 4pm	reminder/set_reminder
15223	Snooze alarm 20 minutes	alarm/snooze_alarm
15224	Cancel the reminder for my dry cleaning	reminder/cancel_reminder
15225	Low today	weather/find
15226	Will it rain tomorrow?	weather/find
15227	Is it going to be warm all next week?	weather/find
15228	Time until alarm goes off?	alarm/time_left_on_alarm
15229	What is the temperate at Lake Vermilion?	weather/find
15230	will it be raining most of the day?	weather/find
15231	what is the temperature for Willingboro today?	weather/find
15232	What is the weather like in Toronto tonight?	weather/find
15233	turn off the alarm, please	alarm/cancel_alarm
15234	Do I need an umbrella today?	weather/find
15235	Should I bring an umbrella today?	weather/find
15236	Is it warm enough to go swimming?	weather/find
15237	Will it be cloudy on Friday?	weather/find
15238	Whats the humidity in new york this week?	weather/find
15239	Remind me to write a note to the teacher tomorrow morning.	reminder/set_reminder
15240	Cancel my alarm for 2 pm today.	alarm/cancel_alarm
15241	Will the sun come out today?	weather/find
15242	Remind me to drop off Camden's prescription form	reminder/set_reminder
15243	remind me open house tonight at 6pm	reminder/set_reminder
15244	Is it going to rain in the next two hours?	weather/find
15245	How many alarms are on between today and tomorrow? 	alarm/show_alarms
15246	Will is rain the next couple days?	weather/find
15247	how likely is it to rain today?	weather/find
15248	show my reminder for saturday	reminder/show_reminders
15249	Is it cold today?	weather/find
15250	Set an alarm just for Monday.	alarm/set_alarm
15251	How hot will it get today?	weather/find
15252	What is the extended forecast for Portland	weather/find
15253	will the temperature be comfortable today?	weather/find
15254	set an alarm for 5:45 am for every week day	alarm/set_alarm
15255	show my alarms	alarm/show_alarms
15256	Is it raining right now?	weather/find
15257	remind me to attend meeting on Monday at 1 pm.	reminder/set_reminder
15258	What is the current weather forecast?	weather/find
15259	Should I wear a coat today?	weather/find
15260	remind tomorrow to get the car	reminder/set_reminder
15261	what alarms do i have set	alarm/show_alarms
15262	Is there a blizzard today?	weather/find
15263	does the forecast call for rain at the beach  	weather/find
15264	Should I bring a coat to Minnesota in October	weather/find
15265	Set a reminder to return library books next Monday.	reminder/set_reminder
15266	Delete my reminder named interviews.	reminder/cancel_reminder
15267	Cancel my alarm for tomorrow morning.	alarm/cancel_alarm
15268	what does the weather look like today?	weather/find
15269	Will I need sunscreen	weather/find
15270	repeat my 5:30 am alarm every day	alarm/modify_alarm
15271	What is the expected high tomorrow in Lakeland	weather/find
15272	show all my alarms	alarm/show_alarms
15273	What is the weather in Paris?	weather/find
15274	What is the humidex rating right now?	weather/find
15275	Set an alarm to go off every two minutes for 20 minutes.	alarm/set_alarm
15276	will there be clear skies today? 	weather/find
15277	Set a reminder to take out the trash tomorrow night	reminder/set_reminder
15278	Do I need to take an raincoat with me to work in the morning?	weather/find
15279	What is the temperature going to be in Willow Street today?	weather/find
15280	delete reminders to next week	reminder/cancel_reminder
15281	Is it going to snow?	weather/find
15282	Delete all reminders	reminder/cancel_reminder
15283	Will it be foggy tomorrow morning?	weather/find
15284	Change my alarm to 6 am.	alarm/modify_alarm
15285	Do I need my rain boots today?	weather/find
15286	Show the alarms I have set for this week	alarm/show_alarms
15287	Remind me tomorrow at 1pm to schedule a meeting for Monday at 4pm	reminder/set_reminder
15288	Remind me doctor appointment tomorrow at 1pm	reminder/set_reminder
15289	set reminder for doctors appointment on Thursday	reminder/set_reminder
15290	what is the weather in New York?	weather/find
15291	Is the weather good for air travel tomorrow?	weather/find
15292	Stop alarm	alarm/cancel_alarm
15293	whats the outside temperature right now in colorado springs	weather/find
15294	What active alarms do I have?	alarm/show_alarms
15295	How cold is it outside?	weather/find
15296	Remind me to get the car washed today	reminder/set_reminder
15297	Is it raining in England	weather/find
15298	What is the weather in Seattle?	weather/find
15299	When is the thunderstorm going to start?	weather/find
15300	is it hot today	weather/find
15301	cancel all alarms for tomorrow	alarm/cancel_alarm
15302	Is it going to be hot out today?	weather/find
15303	Set alarm for 6:30 am on Saturday	alarm/set_alarm
15304	Do I need a coat tomorrow?	weather/find
15305	"Set reminder at 835am ""Meditate"""	reminder/set_reminder
15306	Set an alarm every 10 minutes for one hour.	alarm/set_alarm
15307	set alarm for 12 midnight fridays for me	alarm/set_alarm
15308	Show me my reminders for this month	reminder/show_reminders
15309	Set a reminder for Monday.	reminder/set_reminder
15310	let's create an alarm	alarm/set_alarm
15311	Is it going to rain tomorrow?	weather/find
15312	Is it going to be sunny all day today?	weather/find
15313	Show me the list of my reminders	reminder/show_reminders
15314	Forecast call for rain	weather/find
15315	Cancel reminder to buy copy paper at store.	reminder/cancel_reminder
15316	Remind me to take my medicine at 6 pm tonight	reminder/set_reminder
15317	Show me all the alarms, please	alarm/show_alarms
15318	will the hurricane hit the suncoast	weather/find
15319	please show me my reminders for tomorrow	reminder/show_reminders
15320	Should I bring an umbrella to my trip to Seattle tomorrow?	weather/find
15321	how cold will it be today?	weather/find
15322	cancel my reminder to pay my electricity bill	reminder/cancel_reminder
15323	Show all alarms for Thursday	alarm/show_alarms
15324	can you set an alarm for 9:30 am	alarm/set_alarm
15325	What the temperature going to be like in St. Louis today?	weather/find
15326	What is the weather like on my birthday?	weather/find
15327	SET ALARM FOR 10 MINUTES.	alarm/set_alarm
15328	How hot is it in Austin next week?	weather/find
15329	rain in chandler	weather/find
15330	Delete all alarms.	alarm/cancel_alarm
15331	What is the temperature going to be this evening?	weather/find
15332	What time is sunset?	weather/checkSunset
15333	Remind me on Thursday to start diet	reminder/set_reminder
15334	Should I wear a jacket today?	weather/find
15335	cancel my reminder for friday at 6 pm	reminder/cancel_reminder
15336	Clear all reminders	reminder/cancel_reminder
15337	Cancel alarms for next Friday	alarm/cancel_alarm
15338	How hot will it be outside today	weather/find
15339	Remind me to log into work at 2 pm.	reminder/set_reminder
15340	Will there be flooding? 	weather/find
15341	Should I carry water boots tomorrow?	weather/find
15342	snooze the alarm	alarm/snooze_alarm
15343	How cold will it be today?	weather/find
15344	whats the highest temperature tomorrow	weather/find
15345	Do I need a sweater today?	weather/find
15346	change my alarm from 9pm to 9am	alarm/modify_alarm
15347	What reminders do I have today?	reminder/show_reminders
15348	remind me of doctors appointment 15 minutes before 3pm	reminder/set_reminder
15349	turn off alarm	alarm/cancel_alarm
15350	Cancel potty time alarm	alarm/cancel_alarm
15351	should I go to work with an umbrella tomorrow	weather/find
15352	Set a reminder for tonights show on abc	reminder/set_reminder
15353	Is it going to rain this week	weather/find
15354	Set alarm for 5 am for tomorrow.	alarm/set_alarm
15355	set alarm for Friday at 12:55 pm	alarm/set_alarm
15356	How hot does Arizona get?	weather/find
15357	Delete all reminders	reminder/cancel_reminder
15358	Turn off alarm	alarm/cancel_alarm
15359	Do I need a jacket tonight	weather/find
15360	cancel reminder for eggs	reminder/cancel_reminder
15361	How many thunderstorms are expected for this week?	weather/find
15362	stop the alarm	alarm/cancel_alarm
15363	when is it going to start snowing	weather/find
15364	How humid is it today?	weather/find
15365	Should I wear a jacket tomorrow?	weather/find
15366	How cold Alaska is?	weather/find
15367	how hot is it outside	weather/find
15368	Should I bring an umbrella with?	weather/find
15369	Set an alarm to wake me up in the morning.	alarm/set_alarm
15370	What is the temperature today in Phoenix, Arizona?	weather/find
15371	what is the high temperature today	weather/find
15372	Set an alarm for 11 AM on Saturday	alarm/set_alarm
15373	Will it snow today?	weather/find
15374	Is it going to rain this weekend?	weather/find
15375	Set alarm for 4 pm today	alarm/set_alarm
15376	Will it rain this week?	weather/find
15377	Can I expect it to snow this weekend?	weather/find
15378	Do I need my poncho? 	weather/find
15379	How many minutes left on alarm?	alarm/time_left_on_alarm
15380	make a daily reminder	reminder/set_reminder
15381	Disable Alarm	alarm/cancel_alarm
15382	Set alarm at 6 AM so I can exercise.	alarm/set_alarm
15383	What will the weather be tonight at 8 pm?	weather/find
15384	snooze the alarm please	alarm/snooze_alarm
15385	What is the temperature	weather/find
15386	Is it windy today?	weather/find
15387	How many alarms are set for 7 AM next week?	alarm/show_alarms
15388	Give me the 5 day forecast for Rome Italy.	weather/find
15389	What time is is supposed to start snowing?	weather/find
15390	When is the storm expected to reach me?	weather/find
15391	Is there a chance of rain today	weather/find
15392	What is the high temperature predicted for today?	weather/find
15393	Set a reminder to go outside at 5pm	reminder/set_reminder
15394	Remind me to buy stamps?	reminder/set_reminder
15395	create an alarm at noon	alarm/set_alarm
15396	Set reminder for birthday party on Saturday	reminder/set_reminder
15397	Is it going to be breezy today?	weather/find
15398	Remind me tomorrow	reminder/set_reminder
15399	Should i bring an umbrella with me to Orlando tomorrow?	weather/find
15400	Cancel reminder 4pm tomorrow.	reminder/cancel_reminder
15401	Remind me to pay light bill Monday morning	reminder/set_reminder
15402	is it going to storm tomorrow 	weather/find
15403	set reminder to clean before the party	reminder/set_reminder
15404	Is it going to be sunny in Point Pelee today? 	weather/find
15405	do I need to take an umbrella?	weather/find
15406	How much time till my alarm goes off?	alarm/time_left_on_alarm
15407	set an alarm for noon tomorrow	alarm/set_alarm
15408	Set an alarm for 10pm	alarm/set_alarm
15409	is it raining in Cape Coral today?	weather/find
15410	set an alarm for 10 min	alarm/set_alarm
15411	delete my reminder for going to the store tonight	reminder/cancel_reminder
15412	Remind me to take my car in for an oil change on Friday at 11:30 am.	reminder/set_reminder
15413	what's the weather going to be like in Flagstaff tomorrow	weather/find
15414	Remind me to buy a present for Jane's birthday.	reminder/set_reminder
15415	Will it rain today in Osaka?	weather/find
15416	Show me all of my reminders.	reminder/show_reminders
15417	Cancel alarm for 8:30pm	alarm/cancel_alarm
15418	set alarm for 6:00 Am tomorrow	alarm/set_alarm
15419	will I need a jacket tomorrow	weather/find
15420	What is the weather like in Toledo today?	weather/find
15421	Remind me to buy more laundry detergent on Tuesday	reminder/set_reminder
15422	forecast for 6 am	weather/find
15423	set alarm to feed dogs	alarm/set_alarm
15424	Will it rain in Seattle tomorrow?	weather/find
15425	alarm for 2pm today	alarm/set_alarm
15426	The predicted high and low for today.	weather/find
15427	Set a reminder to bring a birthday treat to work tomorrow.	reminder/set_reminder
15428	will it be smoking hot	weather/find
15429	Whats the feels like temperature for today	weather/find
15430	whats the high for today	weather/find
15431	How hot will it get today	weather/find
15432	will the temperature reach 70 tomorrow? 	weather/find
15433	cancel all reminders	reminder/cancel_reminder
15434	set the alarm for 1 am	alarm/set_alarm
15435	what is the weather	weather/find
15436	For every 3 minutes, set an alarm until 9pm	alarm/set_alarm
15437	How much time is left on my alarm	alarm/time_left_on_alarm
15438	remind me to get coffee tomorrow	reminder/set_reminder
15439	Is it snowing in New York?	weather/find
15440	Is there rain in the forecast for Seattle on Monday afternoon?	weather/find
15441	How hot is it right now in Atlanta?	weather/find
15442	any rain in the forecast this week?	weather/find
15443	Remind me to pickup kids from practice at 6pm tonight	reminder/set_reminder
15444	are we expecting flooding today	weather/find
15445	Set my alarm for every 30 minutes	alarm/set_alarm
15446	Will i need to defrost my windshield this morning	weather/find
15447	what will the temperature be overnight	weather/find
15448	Is it cold today	weather/find
15449	Whats the weather for NYC today?	weather/find
15450	Remind me to turn on the tv at 5:30 pm	reminder/set_reminder
15451	will it be raining in Portland tomorrow	weather/find
15452	cancel all alarms	alarm/cancel_alarm
15453	What is the 10 day forecast	weather/find
15454	Will a jacket sufficient for today's weather?	weather/find
15455	will it be freezing in the morning	weather/find
15456	What's it looking like in LA right now?	weather/find
15457	Change alarm from 8 am to 9 am.	alarm/modify_alarm
15458	set alarm every minute for ten minutes	alarm/set_alarm
15459	what is the weather of chicago city today?	weather/find
15460	Cancel alarm connected to medication reminders.	alarm/cancel_alarm
15461	will it be hot in Vegas 	weather/find
15462	Cancel reminder to watch Insecure Sunday	reminder/cancel_reminder
15463	What will the low be today?  	weather/find
15464	Remind me to text Kathy.	reminder/set_reminder
15465	Remind me to buy butter today	reminder/set_reminder
15466	Remind me to watch all new episodes of meet the browns	reminder/set_reminder
15467	Set alarm for 7pm for dinner.	alarm/set_alarm
15468	Is it going to rain this week? 	weather/find
15469	when is the next sunrise?	weather/checkSunrise
15470	Will the temperature drop below 80 at all this week?	weather/find
15471	what is the ten day forecast for pensacola florida	weather/find
15472	remind me to call my mom tonight	reminder/set_reminder
15473	Remind me to stop by the office at 4 pm.	reminder/set_reminder
15474	create a reminder on the 19th at 9pm about dentist appointment tomorrow	reminder/set_reminder
15475	Remind me to buy chips and dip	reminder/set_reminder
15476	Is there a dust warning right now	weather/find
15477	should i bring a jacket?	weather/find
15478	What is the forecast for next week?	weather/find
15479	Delete my reminder for my appointment tomorrow with the doctor.	reminder/cancel_reminder
15480	What is the current temperature.	weather/find
15481	Set alarm for 6 pm tonight.	alarm/set_alarm
15482	is it going to rain tomorrow	weather/find
15483	Will it be cloudy today?	weather/find
15484	Set an alarm for 20 minutes	alarm/set_alarm
15485	what will the humidity feel like tomorrow	weather/find
15486	Is there snow in the forecast for Idaho today?	weather/find
15487	What is next week's forecast in South Carolina?	weather/find
15488	should I take a coat today?	weather/find
15489	is it warm enough to wear shorts in Alabama in March 	weather/find
15490	What is my weather outlook for the week?	weather/find
15491	cancel all reminders	reminder/cancel_reminder
15492	Will I need an umbrella for today?	weather/find
15493	Set alarm for 4am	alarm/set_alarm
15494	What time is is supposed to start snowing	weather/find
15495	is it humid this week?	weather/find
15496	please tell me the temperature for tomorrow	weather/find
15497	When is my next alarm for	alarm/show_alarms
15498	Will I need a jacket later	weather/find
15499	what is the temperature going to be today	weather/find
15500	What is the current weather like in New York?	weather/find
15501	is it going to be windy today	weather/find
15502	Will I need a raincoat?	weather/find
15503	remind me to start dinner at 5 pm	reminder/set_reminder
15504	cancel my alarm for tomorrow	alarm/cancel_alarm
15505	give me a 10 day forecast	weather/find
15506	Is it going to snow today in Rochester, NY?	weather/find
15507	should i wear a jacket tonight	weather/find
15508	should i bring an umbrella	weather/find
15509	Read all alarms.	alarm/show_alarms
15510	Remind me to call the vet Monday morning.	reminder/set_reminder
15511	rain in tempe	weather/find
15512	give me the day's forecast	weather/find
15513	Are we under any severe weather alerts right now?	weather/find
15514	Remind me to call dad	reminder/set_reminder
15515	Remind me to go to the post office tomorrow	reminder/set_reminder
15516	What will the high be on Sunday?	weather/find
15517	Alarm off	alarm/cancel_alarm
15518	how cold will it be	weather/find
15519	remind me to go to go to the bank today	reminder/set_reminder
15520	Is there any rain in the forecast?	weather/find
15521	what's the weather today	weather/find
15522	how cold will it be today?	weather/find
15523	cancel all alarms	alarm/cancel_alarm
15524	Can I get the 10 day forecast.	weather/find
15525	Please shut off the alarm	alarm/cancel_alarm
15526	how many alarms are set	alarm/show_alarms
15527	What's the weather in Cancun next week?	weather/find
15528	Do I have any reminders for today	reminder/show_reminders
15529	remind me to buy my daughter a card on august 1st, 2019	reminder/set_reminder
15530	Set an alarm 1 hour before my chiropractor.	alarm/set_alarm
15531	tell me what the forecast for friday is 	weather/find
15532	is it going to snow in Chicago tomorrow?	weather/find
15533	What is the rain forecast for next weekend?	weather/find
15534	Cancel all alarms for tomorrow	alarm/cancel_alarm
15535	set my alarm for 7am	alarm/set_alarm
15536	what will the temperature be tomorrow	weather/find
15537	cancel my reminder to pick taylor up	reminder/cancel_reminder
15538	Turn off Sunday alarm	alarm/cancel_alarm
15539	WHAT IS THE UV INDEX TODAY	weather/find
15540	what is the weather in miami this week	weather/find
15541	Turn on my 4 am alarm	alarm/set_alarm
15542	Is it supposed to rain on Saturday?	weather/find
15543	How warm is it outside?	weather/find
15544	Set an alarm for Friday at 4am.	alarm/set_alarm
15545	What time is it expected to rain?	weather/find
15546	forecast please 	weather/find
15547	When is the next storm forecasted?	weather/find
15548	what is the weather today	weather/find
15549	What temperature is it outside?	weather/find
15550	What is the weather in Philadelphia today?	weather/find
15551	tell me the weather for New York	weather/find
15552	What is the weather like in Cincinnati, Ohio? 	weather/find
15553	cancel my alarms tomorrow	alarm/cancel_alarm
15554	I wonder how cold it is going to be tonight	weather/find
15555	Cancel my alarms for tomorrow.	alarm/cancel_alarm
15556	When will it stop raining?	weather/find
15557	What is tomorrow's weather forecast?	weather/find
15558	How hot is it going to be today?	weather/find
15559	Snooze last alarm for 45 minutes.	alarm/snooze_alarm
15560	Change the alarm I set for 7 AM to 6 AM	alarm/modify_alarm
15561	remind me to leave 10 minutes before my alarm	reminder/set_reminder
15562	Cancel all reminders for today	reminder/cancel_reminder
15563	Is it going to rain tomorrow?	weather/find
15564	is it raining today?	weather/find
15565	What is the current temperature outside 	weather/find
15566	Repeat my next alarm for every weekday.	alarm/modify_alarm
15567	What is the current temperature of Lake Winnepesaukee?	weather/find
15568	Set a reminder to walk the dog at 3pm	reminder/set_reminder
15569	Are there any current weather warnings for my area?	weather/find
15570	Is it going to hit 100 degrees today?	weather/find
15571	Turn off all alarms	alarm/cancel_alarm
15572	can you set an alarm for 5pm tonight	alarm/set_alarm
15573	Reset alarm for 10 a.m. tomorrow	alarm/cancel_alarm
15574	Set an alarm for 6pm every Wednesday	alarm/set_alarm
15575	How hot is it going to be today?	weather/find
15576	what's the weather like on thursday?	weather/find
15577	Remind me to update my phonebook tonight.	reminder/set_reminder
15578	What's the weather like next weekend	weather/find
15579	When will the rain stop?	weather/find
15580	set new alarm for 5am	alarm/set_alarm
15581	Will it rain today?	weather/find
15582	What is the low temperature for today?	weather/find
15583	Cancel current alarm	alarm/cancel_alarm
15584	new reminder for exercise	reminder/set_reminder
15585	set alarm every 5 minutes for 45 minutes	alarm/set_alarm
15586	will it rain next week?	weather/find
15587	reminder dentist monday 8am	reminder/set_reminder
15588	What is the weather today?	weather/find
15589	set the alarm for 7:45 AM	alarm/set_alarm
15590	Time left before next alarm?	alarm/time_left_on_alarm
15591	What's the forecast for tomorrow?	weather/find
15592	is there rain in the forecast for today	weather/find
15593	do i need to take an umbrella	weather/find
15594	cancel all my alarms	alarm/cancel_alarm
15595	Is it going to be sunny tomorrow?	weather/find
15596	Set a reminder to turn the oven off	reminder/set_reminder
15597	Remind me to get laundry detergent	reminder/set_reminder
15598	Remind me to take out the trash in the morning	reminder/set_reminder
15599	Cancel recurring dog walk reminder.	reminder/cancel_reminder
15600	whats the low for tomorrow in chicago 	weather/find
15601	 Will it be windy this weekend? 	weather/find
15602	Is it going to rain today?	weather/find
15603	Remind me to take medicine at 8pm tonight	reminder/set_reminder
15604	What time will the rain start?	weather/find
15605	july weather in miami	weather/find
15606	Do I need to bring a sweater	weather/find
15607	Will I need an umbrella tomorrow night?	weather/find
15608	Are there any hurricanes in the Gulf right now?	weather/find
15609	Set alarm for 3 am	alarm/set_alarm
15610	what is the temperature for thursday	weather/find
15611	what is the 10 day forecast?	weather/find
15612	Do I need a jacket today	weather/find
15613	Set my alarm for six a.m. every weekday morning.	alarm/set_alarm
15614	Will it hail today	weather/find
15615	remind me to pick up flowers on the way home	reminder/set_reminder
15616	Should I wear flip flops?	weather/find
15617	how cold is it going to be today	weather/find
15618	How  is the weather going to be  for Saturday in Miami?	weather/find
15619	Is it windy	weather/find
15620	Do I need an umbrella today?	weather/find
15621	What's the weather forecast for Minneola over Labor Day?	weather/find
15622	set reminder to walk the dog	reminder/set_reminder
15623	is it cold in London in March?	weather/find
15624	will it rain on monday	weather/find
15625	set an alarm for 7 tomorrow	alarm/set_alarm
15626	add alarm next week	alarm/set_alarm
15627	set alarm for 6am every weekday	alarm/set_alarm
15628	Set the reminder to pick up laundry in two days.	reminder/set_reminder
15629	What is the weather like in Maine?	weather/find
15630	current temperature	weather/find
15631	Cancel my reminder to buy milk	reminder/cancel_reminder
15632	What is the hourly forecast for today in Fort Lauderdale	weather/find
15633	cancel the alarm at 10pm	alarm/cancel_alarm
15634	cancel the alarm for tomorrow	alarm/cancel_alarm
15635	What time is the tornado alert until?	weather/find
15636	Do I need my sunglasses?	weather/find
15637	Should I bring a sweater?	weather/find
15638	Turn off alarm	alarm/cancel_alarm
15639	How cold will it get tonight?	weather/find
15640	delete all alarms	alarm/cancel_alarm
15641	remind me to pick up kids at 3:30	reminder/set_reminder
15642	Will we have rain this evening in Hollywood 	weather/find
15643	How hot is it going to get today?	weather/find
15644	Set reminder buy birthday present for Sam.	reminder/set_reminder
15645	do I have time left on my alarm	alarm/time_left_on_alarm
15646	Set a reminder to take out the trash at 10 pm	reminder/set_reminder
15647	remind me to fill gas tank	reminder/set_reminder
15648	set an alarm for one pm	alarm/set_alarm
15649	remind me to set the dvr	reminder/set_reminder
15650	show all reminders	reminder/show_reminders
15651	What is the temperature on the Big Bear Lake right now?	weather/find
15652	How cold did it get today?	weather/find
15653	when is it going to rain in texas	weather/find
15654	Is there hail predicted?	weather/find
15655	Can I have the full forecast for this week?	weather/find
15656	cancel alarm	alarm/cancel_alarm
15657	Remind me to return my library books on the way to work	reminder/set_reminder
15658	remind me to get toothpaste at the store	reminder/set_reminder
15659	reminder to leave in one hour	reminder/set_reminder
15660	Cancel my 6 am alarm on Friday	alarm/cancel_alarm
15661	what is the temperature going to be today	weather/find
15662	how many inches of rain are we looking at tomorrow?	weather/find
