utterance	slot_labels	intent	intent_ID	slots_ID	language
bitte zeige mir die flugzeiten von newark nach boston	O O O O B-flight_time O B-fromloc.city_name O B-toloc.city_name	atis_flight_time	11	82 82 82 82 111 82 38 82 155	de
list all flights please from washington to san francisco	O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name	atis_flight	2	82 82 82 82 82 38 82 155 156	en
show flights from san francisco to denver on wednesday and thursday	O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name O B-depart_date.day_name	atis_flight	2	82 82 82 38 39 82 155 82 113 82 113	en
what are the flights and fares from atlanta to philadelphia	O O O O O O O B-fromloc.city_name O B-toloc.city_name	atis_airfare	0	82 82 82 82 82 82 82 38 82 155	en
d’accord, je suis désolé, pourriez-vous me dire quels vols partent d’ atlanta et arrivent à philadelphie vers 5 heures	O O O O O O O O O O O B-fromloc.city_name O O O B-toloc.city_name I-toloc.city_name I-toloc.city_name O B-arrive_time.time	atis_flight	2	82 82 82 82 82 82 82 82 82 82 82 38 82 82 82 155 156 156 82 143	fr
s’il vous plaît me donner une liste de tous les vols entre dallas et baltimore et leur coût.	O O O O O O O O O O O O B-fromloc.city_name O B-toloc.city_name O O O	atis_airfare	0	82 82 82 82 82 82 82 82 82 82 82 82 38 82 155 82 82 82	fr
s’il vous plaît lister les heures des vols de boston à pittsburgh	O O O O O B-flight_time I-flight_time I-flight_time O B-fromloc.city_name O B-toloc.city_name	atis_flight_time	11	82 82 82 82 82 111 112 112 82 38 82 155	fr
i would like to fly to denver for under 500 dollars please show me the airfares between pittsburgh and denver	O O O O O O B-toloc.city_name O B-cost_relative B-fare_amount I-fare_amount O O O O O O B-fromloc.city_name O B-toloc.city_name	atis_flight	2	82 82 82 82 82 82 155 82 87 48 49 82 82 82 82 82 82 38 82 155	en
quelles compagnies aériennes volent entre baltimore et san francisco	O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name	atis_airline	15	82 82 82 82 82 38 82 155 156	fr
qué transporte terrestre hay disponible en boston	O O O O O O B-city_name	atis_ground_service	12	82 82 82 82 82 82 135	es
zeige mir die flüge mit twa nach atlanta am morgen	O O O O O B-airline_code O B-toloc.city_name O B-depart_time.period_of_day	atis_flight	2	82 82 82 82 82 91 82 155 82 52	de
quisiera tomar un vuelo desde washington d.c. con escala en denver y destino en la ciudad de san francisco	O O O O O B-fromloc.city_name B-fromloc.state_code O O O B-stoploc.city_name O O O O O O B-toloc.city_name I-toloc.city_name	atis_flight	2	82 82 82 82 82 38 30 82 82 82 26 82 82 82 82 82 82 155 156	es
quels vols y a-t-il de denver à atlanta	O O O O O B-fromloc.city_name O B-toloc.city_name	atis_flight	2	82 82 82 82 82 38 82 155	fr
i would like to fly on american airlines from baltimore to san francisco	O O O O O O B-airline_name I-airline_name O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name	atis_flight	2	82 82 82 82 82 82 149 150 82 38 82 155 156	en
y a-t-il un vol aller-retour de baltimore à denver en correspondance à dallas	O O O O B-round_trip O B-fromloc.city_name O B-toloc.city_name B-connect I-connect O B-stoploc.city_name	atis_flight	2	82 82 82 82 46 82 38 82 155 68 69 82 26	fr
me montrer les compagnies aériennes qui volent de san francisco à boston	O O O O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name	atis_airline	15	82 82 82 82 82 82 82 82 38 39 82 155	fr
me montrer le tarif aller simple le moins cher de baltimore à dallas .	O O O O B-round_trip I-round_trip B-cost_relative I-cost_relative I-cost_relative O B-fromloc.city_name O B-toloc.city_name O	atis_airfare	0	82 82 82 82 46 47 87 88 88 82 38 82 155 82	fr
what is the lowest fare united charges between boston and san francisco	O O O B-cost_relative O B-airline_name O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name	atis_airfare	0	82 82 82 87 82 149 82 82 38 82 155 156	en
show me flights from milwaukee to orlando on a thursday before noon	O O O O B-fromloc.city_name O B-toloc.city_name O O B-depart_date.day_name B-depart_time.time_relative B-depart_time.time	atis_flight	2	82 82 82 82 38 82 155 82 82 113 127 137	en
günstigster tarif von memphis nach seattle	B-cost_relative O O B-fromloc.city_name O B-toloc.city_name	atis_airfare	0	87 82 82 38 82 155	de
wie viele flüge hat american airlines mit der buchungsklasse f	O O O O B-airline_name I-airline_name O O O B-fare_basis_code	atis_quantity	4	82 82 82 82 149 150 82 82 82 78	de
me donner les vols de boston à san francisco partant tôt aujourd’hui .	O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-depart_time.period_mod B-depart_date.today_relative O	atis_flight	2	82 82 82 82 82 38 82 155 156 82 109 83 82	fr
find travel arrangements for a round trip flight from boston to pittsburgh	O O O O O B-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name	atis_flight	2	82 82 82 82 82 46 47 82 82 38 82 155	en
quelles sont les classes de service sur lufthansa	O O O O O O O B-airline_name	atis_flight	2	82 82 82 82 82 82 82 149	fr
what is the fare from boston to oakland on united airlines	O O O O O B-fromloc.city_name O B-toloc.city_name O B-airline_name I-airline_name	atis_airfare	0	82 82 82 82 82 38 82 155 82 149 150	en
bodenverkehr in oakland	O O B-city_name	atis_ground_service	12	82 82 135	de
ich bleibe zwei stunden im zentrum von atlanta kannst du mir sagen, welcher bodenverkehr verfügbar ist	O O O O O O O B-city_name O O O O O O O O	atis_ground_service	12	82 82 82 82 82 82 82 135 82 82 82 82 82 82 82 82	de
show me the shortest flight from boston to denver which arrives in denver wednesday before noon	O O O B-flight_mod O O B-fromloc.city_name O B-toloc.city_name O O O B-toloc.city_name B-arrive_date.day_name B-arrive_time.time_relative B-arrive_time.time	atis_flight	2	82 82 82 58 82 82 38 82 155 82 82 82 155 64 12 143	en
de pittsburgh à denver .	O B-fromloc.city_name O B-toloc.city_name O	atis_flight	2	82 38 82 155 82	fr
dime los vuelos sin las tarifas desde atlanta hasta baltimore	O O O O O O O B-fromloc.city_name O B-toloc.city_name	atis_flight	2	82 82 82 82 82 82 82 38 82 155	es
show me the flights from chicago to indianapolis	O O O O O B-fromloc.city_name O B-toloc.city_name	atis_flight	2	82 82 82 82 82 38 82 155	en
muéstrame los vuelos desde denver que vayan hasta pittsburgh y luego hasta atlanta	O O O O B-fromloc.city_name O O O B-toloc.city_name O O O B-toloc.city_name	atis_flight	2	82 82 82 82 38 82 82 82 155 82 82 82 155	es
welche flüge von united airlines fliegen über denver	O O O B-airline_name I-airline_name O O B-stoploc.city_name	atis_flight	2	82 82 82 149 150 82 82 26	de
gibt es einen direkt flug von atlanta nach philadelphia , der gegen 12 uhr mittags in philadelphia ankommt	O O O B-connect O O B-fromloc.city_name O B-toloc.city_name O O B-arrive_time.time_relative B-arrive_time.time I-arrive_time.time I-arrive_time.time O B-toloc.city_name O	atis_flight	2	82 82 82 68 82 82 38 82 155 82 82 12 143 144 144 82 155 82	de
j’aimerais le tarif le plus bas de denver à pittsburgh .	O O O B-cost_relative I-cost_relative I-cost_relative O B-fromloc.city_name O B-toloc.city_name O	atis_airfare	0	82 82 82 87 88 88 82 38 82 155 82	fr
afternoon flights from boston to san francisco please that leave in the afternoon	B-depart_time.period_of_day O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O O O O B-depart_time.period_of_day	atis_flight	2	52 82 82 38 82 155 156 82 82 82 82 82 52	en
j’aimerais voyager de boston à denver tôt le matin .	O O O B-fromloc.city_name O B-toloc.city_name B-depart_time.period_mod O B-depart_time.period_of_day O	atis_flight	2	82 82 82 38 82 155 109 82 52 82	fr
quel est le premier vol après 1 heure de l’après-midi parant de washington pour denver	O O O B-flight_mod O B-depart_time.time_relative B-depart_time.time I-depart_time.time I-depart_time.time I-depart_time.time O O B-fromloc.city_name O B-toloc.city_name	atis_flight	2	82 82 82 58 82 127 137 138 138 138 82 82 38 82 155	fr
j’aimerais un vol partant d’ atlanta le sept août et arrivant à denver au colorado le sept août et partant dans l’ après-midi .	O O O O O B-fromloc.city_name O B-depart_date.day_number B-depart_date.month_name O O O B-toloc.city_name O B-toloc.state_name O B-arrive_date.day_number B-arrive_date.month_name O O O O B-depart_time.period_of_day O	atis_flight	2	82 82 82 82 82 38 82 95 103 82 82 82 155 82 36 82 115 125 82 82 82 82 52 82	fr
s’il vous plaît lister tous les vols sur united airlines et northwest qui vont à denver .	O O O O O O O O B-airline_name I-airline_name O B-airline_name O O O B-toloc.city_name O	atis_flight	2	82 82 82 82 82 82 82 82 149 150 82 149 82 82 82 155 82	fr
flüge von pittsburgh nach baltimore zwischen 10 uhr morgens und 2 uhr nachmittags	O O B-fromloc.city_name O B-toloc.city_name O B-depart_time.start_time I-depart_time.start_time I-depart_time.start_time O B-depart_time.end_time I-depart_time.end_time I-depart_time.end_time	atis_flight	2	82 82 38 82 155 82 131 132 132 82 0 1 1	de
hola, quisiera un vuelo de alaska airlines desde san diego hasta toronto por favor	O O O O O B-airline_name I-airline_name O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O O	atis_flight	2	82 82 82 82 82 149 150 82 38 39 82 155 82 82	es
muéstrame todos los vuelos desde san francisco hasta pittsburgh para un lunes	O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O O B-depart_date.day_name	atis_flight	2	82 82 82 82 82 38 39 82 155 82 82 113	es
could you give me a flight between pittsburgh and philadelphia	O O O O O O O B-fromloc.city_name O B-toloc.city_name	atis_flight	2	82 82 82 82 82 82 82 38 82 155	en
quiero ir desde boston hasta san francisco con escala en pittsburgh	O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O O B-stoploc.city_name	atis_flight	2	82 82 82 38 82 155 156 82 82 82 26	es
list the flights on wednesday from denver to washington arriving in washington between 1115 am and 1245 pm	O O O O B-depart_date.day_name O B-fromloc.city_name O B-toloc.city_name O O B-toloc.city_name O B-arrive_time.start_time I-arrive_time.start_time O B-arrive_time.end_time I-arrive_time.end_time	atis_flight	2	82 82 82 82 113 82 38 82 155 82 82 155 82 40 41 82 85 86	en
j’aimerais des vols united airlines de denver à baltimore .	O O O B-airline_name I-airline_name O B-fromloc.city_name O B-toloc.city_name O	atis_flight	2	82 82 82 149 150 82 38 82 155 82	fr
suche einen beliebigen flug von boston nach oakland mit zwischenstopp in denver	O O O O O B-fromloc.city_name O B-toloc.city_name O O O B-stoploc.city_name	atis_flight	2	82 82 82 82 82 38 82 155 82 82 82 26	de
flughäfen in new york	O O B-city_name I-city_name	atis_airport	10	82 82 135 136	de
por favor muéstrame los vuelos desde dallas hasta atlanta para el lunes	O O O O O O B-fromloc.city_name O B-toloc.city_name O O B-depart_date.day_name	atis_flight	2	82 82 82 82 82 82 38 82 155 82 82 113	es
eastern flies from atlanta to denver what type of aircraft do you use before 6 pm	B-airline_name O O B-fromloc.city_name O B-toloc.city_name O O O O O O O B-depart_time.time_relative B-depart_time.time I-depart_time.time	atis_flight	2	149 82 82 38 82 155 82 82 82 82 82 82 82 127 137 138	en
je suis intéressé par un vol de cincinnati à burbank , le vol devrait être un american et partir dans l’ après-midi , j’ai besoin de connaître l’aéronef et le numéro de vol.	O O O O O O O B-fromloc.city_name O B-toloc.city_name O O O O O O B-airline_name O O O O B-depart_time.period_of_day O O O O O O O O O O O	atis_flight	2	82 82 82 82 82 82 82 38 82 155 82 82 82 82 82 82 149 82 82 82 82 52 82 82 82 82 82 82 82 82 82 82 82	fr
cheapest fare from indianapolis to seattle	B-cost_relative O O B-fromloc.city_name O B-toloc.city_name	atis_airfare	0	87 82 82 38 82 155	en
pittsburgh to denver	B-fromloc.city_name O B-toloc.city_name	atis_flight	2	38 82 155	en
enumera los vuelos desde nueva york hasta miami para un martes	O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O O B-depart_date.day_name	atis_flight	2	82 82 82 82 38 39 82 155 82 82 113	es
dime los vuelos desde atlanta hasta charlotte carolina del norte que salen el lunes y llegan a charlotte	O O O O B-fromloc.city_name O B-toloc.city_name B-toloc.state_name I-toloc.state_name I-toloc.state_name O O O B-depart_date.day_name O O O B-toloc.city_name	atis_flight	2	82 82 82 82 38 82 155 36 37 37 82 82 82 113 82 82 82 155	es
i want a flight from cincinnati to burbank on american airlines and leave in the afternoon	O O O O O B-fromloc.city_name O B-toloc.city_name O B-airline_name I-airline_name O O O O B-depart_time.period_of_day	atis_flight	2	82 82 82 82 82 38 82 155 82 149 150 82 82 82 82 52	en
bitte zeige mir die flüge mit united airlines zwischen boston und denver	O O O O O O B-airline_name I-airline_name O B-fromloc.city_name O B-toloc.city_name	atis_flight	2	82 82 82 82 82 82 149 150 82 38 82 155	de
muéstrame una lista de los vuelos de solo united airlines entre denver y boston	O O O O O O O O B-airline_name I-airline_name O B-fromloc.city_name O B-toloc.city_name	atis_flight	2	82 82 82 82 82 82 82 82 149 150 82 38 82 155	es
united airlines vole-t-elle de boston à dallas fort worth	B-airline_name I-airline_name O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name I-toloc.city_name	atis_flight	2	149 150 82 82 38 82 155 156 156	fr
quiero un vuelo desde milwaukee hasta orlando de ida que salga después de las 5 de la tarde para el miércoles	O O O O B-fromloc.city_name O B-toloc.city_name B-round_trip I-round_trip O O B-depart_time.time_relative O O B-depart_time.time I-depart_time.time I-depart_time.time I-depart_time.time O O B-depart_date.day_name	atis_flight	2	82 82 82 82 38 82 155 46 47 82 82 127 82 82 137 138 138 138 82 82 113	es
what is the ap57 restriction	O O O B-restriction_code O	atis_abbreviation	14	82 82 82 117 82	en
wie hoch ist der niedrigste preis für einen hin- und rück flug von denver nach pittsburgh	O O O O B-cost_relative O O O B-round_trip I-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name	atis_airfare	0	82 82 82 82 87 82 82 82 46 47 47 82 82 38 82 155	de
how many cities are served by lufthansa with first class flights	O O O O O O B-airline_name O B-class_type I-class_type O	atis_quantity	4	82 82 82 82 82 82 149 82 24 25 82	en
¿puedes enumerarme todos los vuelos entre milwaukee y chicago ?	O O O O O O B-fromloc.city_name O B-toloc.city_name O	atis_flight	2	82 82 82 82 82 82 38 82 155 82	es
muéstrame los vuelos desde pittsburgh hasta baltimore	O O O O B-fromloc.city_name O B-toloc.city_name	atis_flight	2	82 82 82 82 38 82 155	es
desde pittsburgh hasta denver	O B-fromloc.city_name O B-toloc.city_name	atis_flight	2	82 38 82 155	es
me montrer des vols us air de pittsburgh à san francisco en première classe lundi .	O O O O B-airline_name I-airline_name O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-class_type I-class_type B-depart_date.day_name O	atis_flight	2	82 82 82 82 149 150 82 38 82 155 156 82 24 25 113 82	fr
what is the earliest flight leaving boston and arriving in atlanta on november seventh	O O O B-flight_mod O O B-fromloc.city_name O O O B-toloc.city_name O B-arrive_date.month_name B-arrive_date.day_number	atis_flight	2	82 82 82 58 82 82 38 82 82 82 155 82 125 115	en
me montrer des vols de pittsburgh vers san francisco .	O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O	atis_flight	2	82 82 82 82 82 38 82 155 156 82	fr
show me the cheapest flights from atlanta to denver	O O O B-cost_relative O O B-fromloc.city_name O B-toloc.city_name	atis_flight	2	82 82 82 87 82 82 38 82 155	en
show me all flights from san diego to miami with a stop in denver	O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O O O O B-stoploc.city_name	atis_flight	2	82 82 82 82 82 38 39 82 155 82 82 82 82 26	en
cuál es el primer vuelo desde boston hasta atlanta y cuál es el último vuelo desde atlanta hasta boston	O O O B-flight_mod O O B-fromloc.city_name O B-toloc.city_name O O O O B-flight_mod O O B-fromloc.city_name O B-toloc.city_name	atis_flight	2	82 82 82 58 82 82 38 82 155 82 82 82 82 58 82 82 38 82 155	es
me donner le dernier vol de northwest airlines de milwaukee à tacoma demain .	O O O B-flight_mod O O B-airline_name I-airline_name O B-fromloc.city_name O B-toloc.city_name B-depart_date.today_relative O	atis_flight	2	82 82 82 58 82 82 149 150 82 38 82 155 83 82	fr
give me all the flights from miami to chicago on american airlines	O O O O O O B-fromloc.city_name O B-toloc.city_name O B-airline_name I-airline_name	atis_flight	2	82 82 82 82 82 82 38 82 155 82 149 150	en
quels sont les vols sans escale les moins chers de new york à miami en aller simple	O O O O B-flight_stop I-flight_stop B-cost_relative I-cost_relative I-cost_relative O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O B-round_trip I-round_trip	atis_flight	2	82 82 82 82 151 152 87 88 88 82 38 39 82 155 82 46 47	fr
ich würde gern morgen früh von columbus nach nashville fliegen	O O O B-depart_date.today_relative B-depart_time.period_of_day O B-fromloc.city_name O B-toloc.city_name O	atis_flight	2	82 82 82 83 52 82 38 82 155 82	de
lundi me montrer des vols de baltimore à dallas .	B-depart_date.day_name O O O O O B-fromloc.city_name O B-toloc.city_name O	atis_flight	2	113 82 82 82 82 82 38 82 155 82	fr
et quels sont les vols de nashville à tacoma le dix-huit à nouveau	O O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_number O O	atis_flight	2	82 82 82 82 82 82 38 82 155 82 95 82 82	fr
what type of ground transportation is available in washington	O O O O O O O O B-city_name	atis_ground_service	12	82 82 82 82 82 82 82 82 135	en
zeige mir die flüge von oakland nach washington	O O O O O B-fromloc.city_name O B-toloc.city_name	atis_flight	2	82 82 82 82 82 38 82 155	de
d’accord celui-là aussi est bien on va maintenant continuer le vingt-deux avril de dallas à washington le dernier départ de nuit en aller simple .	O O O O O O O O O O B-depart_date.day_number B-depart_date.month_name O B-fromloc.city_name O B-toloc.city_name O B-flight_mod O O B-depart_time.period_of_day O B-round_trip I-round_trip O	atis_flight	2	82 82 82 82 82 82 82 82 82 82 95 103 82 38 82 155 82 58 82 82 52 82 46 47 82	fr
hi i'd like to fly from columbus to phoenix and make a stop in cincinnati along the way	O O O O O O B-fromloc.city_name O B-toloc.city_name O O O O O B-stoploc.city_name O O O	atis_flight	2	82 82 82 82 82 82 38 82 155 82 82 82 82 82 26 82 82 82	en
vols de pittsburgh à newark .	O O B-fromloc.city_name O B-toloc.city_name O	atis_flight	2	82 82 38 82 155 82	fr
qué aerolíneas vuelan desde bwi hasta dallas fort worth	O O O O B-fromloc.airport_code O B-toloc.city_name I-toloc.city_name I-toloc.city_name	atis_airline	15	82 82 82 82 66 82 155 156 156	es
american flights from san francisco please	B-airline_name O O B-fromloc.city_name I-fromloc.city_name O	atis_flight	2	149 82 82 38 39 82	en
me montrer des vols du matin de toronto .	O O O O O B-depart_time.period_of_day O B-fromloc.city_name O	atis_flight	2	82 82 82 82 82 52 82 38 82	fr
give me flights without fares from atlanta to baltimore	O O O O O O B-fromloc.city_name O B-toloc.city_name	atis_flight	2	82 82 82 82 82 82 38 82 155	en
show me the flights from boston to atlanta and the return flights from atlanta to boston	O O O O O B-fromloc.city_name O B-toloc.city_name O O O O O B-fromloc.city_name O B-toloc.city_name	atis_flight	2	82 82 82 82 82 38 82 155 82 82 82 82 82 38 82 155	en
welche flüge am nachmittag sind am mittwoch von denver nach san francisco verfügbar	O O O B-depart_time.period_of_day O O B-depart_date.day_name O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O	atis_flight	2	82 82 82 52 82 82 113 82 38 82 155 156 82	de
american airlines partant de phoenix .	B-airline_name I-airline_name O O B-fromloc.city_name O	atis_flight	2	149 150 82 82 38 82	fr
give me the flights from phoenix to milwaukee on wednesday	O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name	atis_flight	2	82 82 82 82 82 38 82 155 82 113	en
muéstrame los vuelos desde atlanta hasta filadelfia por la mañana	O O O O B-fromloc.city_name O B-toloc.city_name O O B-depart_time.period_of_day	atis_flight	2	82 82 82 82 38 82 155 82 82 52	es
quisiera un vuelo desde kansas city hasta san pablo que salga a las 4 de la tarde	O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O O O B-depart_time.time I-depart_time.time I-depart_time.time I-depart_time.time	atis_flight	2	82 82 82 82 38 39 82 155 156 82 82 82 82 137 138 138 138	es
i would like to book a flight for august twenty seventh with us air from baltimore to oakland what flights do you have available	O O O O O O O O B-depart_date.month_name B-depart_date.day_number I-depart_date.day_number O B-airline_name I-airline_name O B-fromloc.city_name O B-toloc.city_name O O O O O O	atis_flight	2	82 82 82 82 82 82 82 82 103 95 96 82 149 150 82 38 82 155 82 82 82 82 82 82	en
list american airlines flights from newark to nashville	O B-airline_name I-airline_name O O B-fromloc.city_name O B-toloc.city_name	atis_flight	2	82 149 150 82 82 38 82 155	en
vuelos desde pittsburgh hasta newark	O O B-fromloc.city_name O B-toloc.city_name	atis_flight	2	82 82 38 82 155	es
was ist mco	O O B-airport_code	atis_abbreviation	14	82 82 14	de
list the flights that leave from philadelphia to atlanta early thursday morning before 8 am	O O O O O O B-fromloc.city_name O B-toloc.city_name B-depart_time.period_mod B-depart_date.day_name B-depart_time.period_of_day B-depart_time.time_relative B-depart_time.time I-depart_time.time	atis_flight	2	82 82 82 82 82 82 38 82 155 109 113 52 127 137 138	en
cuál es el último vuelo de regreso desde atlanta hasta boston	O O O B-flight_mod O O O O B-fromloc.city_name O B-toloc.city_name	atis_flight	2	82 82 82 58 82 82 82 82 38 82 155	es
vols entre new york et san josé .	O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name O	atis_flight	2	82 82 38 39 82 155 156 82	fr
display all flights from boston to baltimore on july thirty first	O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.month_name B-depart_date.day_number I-depart_date.day_number	atis_flight	2	82 82 82 82 38 82 155 82 103 95 96	en
qué vuelos hay desde pittsburgh hasta denver	O O O O B-fromloc.city_name O B-toloc.city_name	atis_flight	2	82 82 82 82 38 82 155	es
i would like a nonstop flight from st. petersburg to charlotte leaving in the afternoon	O O O O B-flight_stop O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O O O B-arrive_time.period_of_day	atis_flight	2	82 82 82 82 151 82 82 38 39 82 155 82 82 82 80	en
first i'd like to fly from philadelphia to dallas and fly from dallas to san francisco	B-class_type O O O O O B-fromloc.city_name O B-toloc.city_name O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name	atis_flight	2	24 82 82 82 82 82 38 82 155 82 82 82 38 82 155 156	en
j’ai besoin d’un transport terrestre à dallas s’il vous plaît me montrer ce qui est disponible	O O O O O O B-city_name O O O O O O O O O	atis_ground_service	12	82 82 82 82 82 82 135 82 82 82 82 82 82 82 82 82	fr
me montrer les vols de mercredi prochain entre phoenix et milwaukee .	O O O O O B-depart_date.day_name B-depart_date.date_relative O B-fromloc.city_name O B-toloc.city_name O	atis_flight	2	82 82 82 82 82 113 22 82 38 82 155 82	fr
quels sont les vols de montréal à chicago	O O O O O B-fromloc.city_name O B-toloc.city_name	atis_flight	2	82 82 82 82 82 38 82 155	fr
por favor enumera todos los vuelos desde oakland hasta dallas para el domingo por la mañana	O O O O O O O B-fromloc.city_name O B-toloc.city_name O O B-depart_date.day_name O O B-depart_time.period_of_day	atis_flight	2	82 82 82 82 82 82 82 38 82 155 82 82 113 82 82 52	es
quiero volar desde boston hasta baltimore por la tarde qué vuelos hay	O O O B-fromloc.city_name O B-toloc.city_name O O B-depart_time.period_of_day O O O	atis_flight	2	82 82 82 38 82 155 82 82 52 82 82 82	es
me montrer tous les vols de montréal à nashville .	O O O O O O B-fromloc.city_name O B-toloc.city_name O	atis_flight	2	82 82 82 82 82 82 38 82 155 82	fr
was kostet ein täglicher direkt flug mit us air von boston nach pittsburgh	O O O B-flight_days B-flight_stop O O B-airline_name I-airline_name O B-fromloc.city_name O B-toloc.city_name	atis_airfare	0	82 82 82 18 151 82 82 149 150 82 38 82 155	de
zeige flüge von philadelphia nach boston	O O O B-fromloc.city_name O B-toloc.city_name	atis_flight	2	82 82 82 38 82 155	de
fliegt midwest express nach indianapolis	O B-airline_name O O B-city_name	atis_flight	2	82 149 82 82 135	de
suche mir den frühesten abflug von boston nach atlanta und den spätesten rückflug von atlanta , damit ich möglichst lange in atlanta sein kann, aber dennoch am selben tag nach boston zurückkehre	O O O B-flight_mod O O B-fromloc.city_name O B-toloc.city_name O O B-flight_mod O O B-fromloc.city_name O O O O O O B-toloc.city_name O O O O O O B-return_date.date_relative O B-toloc.city_name O	atis_flight	2	82 82 82 58 82 82 38 82 155 82 82 58 82 82 38 82 82 82 82 82 82 155 82 82 82 82 82 82 76 82 155 82	de
cuáles son todos los vuelos que llegan al aeropuerto de atlanta	O O O O O O O O O B-toloc.city_name I-toloc.city_name	atis_flight	2	82 82 82 82 82 82 82 82 82 155 156	es
todos los vuelos desde charlotte a cualquier destino de us air alrededor de la 1 de la tarde	O O O O B-fromloc.city_name O O O O B-airline_name I-airline_name B-depart_time.time_relative I-depart_time.time_relative I-depart_time.time_relative B-depart_time.time I-depart_time.time I-depart_time.time I-depart_time.time	atis_flight	2	82 82 82 82 38 82 82 82 82 149 150 127 128 128 137 138 138 138	es
qué tipos de transporte terrestre hay hasta el aeropuerto de san francisco	O O O O O O O O B-toloc.airport_name I-toloc.airport_name I-toloc.airport_name I-toloc.airport_name	atis_ground_service	12	82 82 82 82 82 82 82 82 16 17 17 17	es
combien cela coûtera-t-il de prendre une classe économique d’ orlando à indianapolis le vingt-neuf décembre pour voler sur le 311 d’ us air	O O O O O O B-class_type I-class_type O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_number B-depart_date.month_name O O O O B-flight_number O B-airline_name I-airline_name	atis_airfare	0	82 82 82 82 82 82 24 25 82 38 82 155 82 95 103 82 82 82 82 2 82 149 150	fr
muéstrame todos los vuelos desde san francisco hasta nueva york sin escalas	O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name B-flight_stop I-flight_stop	atis_flight	2	82 82 82 82 82 38 39 82 155 156 151 152	es
on eastern flight 825 flying from atlanta to denver can you tell me what type of aircraft is used on a flight when it leaves at 555	O B-airline_name O B-flight_number O O B-fromloc.city_name O B-toloc.city_name O O O O O O O O O O O O O O O O O B-depart_time.time	atis_flight	2	82 149 82 2 82 82 38 82 155 82 82 82 82 82 82 82 82 82 82 82 82 82 82 82 82 82 137	en
informations sur les vols du vingt-trois janvier 1992 de denver à san francisco .	O O O O O B-depart_date.day_number B-depart_date.month_name B-depart_date.year O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O	atis_flight	2	82 82 82 82 82 95 103 123 82 38 82 155 156 82	fr
geht am freitag ein flug von san francisco nach boston	O O B-depart_date.day_name O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name	atis_flight	2	82 82 113 82 82 82 38 39 82 155	de
zeige mir die flüge von san diego nach san francisco mit southwest airlines	O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-airline_name I-airline_name	atis_flight	2	82 82 82 82 82 38 39 82 155 156 82 149 150	de
welche flüge gibt es von orlando nach kansas city	O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name	atis_flight	2	82 82 82 82 82 38 82 155 156	de
welche gesellschaften fliegen zwischen boston und oakland	O O O O B-fromloc.city_name O B-toloc.city_name	atis_airline	15	82 82 82 82 38 82 155	de
vuelos los días miércoles por la mañana entre baltimore y newark , nueva jersey	O O O B-depart_date.day_name O O B-depart_time.period_of_day O B-fromloc.city_name O B-toloc.city_name O B-toloc.state_name I-toloc.state_name	atis_flight	2	82 82 82 113 82 82 52 82 38 82 155 82 36 37	es
please show me airlines with flights from boston to denver	O O O O O O O B-fromloc.city_name O B-toloc.city_name	atis_airline	15	82 82 82 82 82 82 82 38 82 155	en
all flights from boston to washington dc on november eleventh	O O O B-fromloc.city_name O B-toloc.city_name B-toloc.state_code O B-depart_date.month_name B-depart_date.day_number	atis_flight	2	82 82 82 38 82 155 93 82 103 95	en
