ID	TEXT	INTENT	SLOTS
2659	what flights go from boston to atlanta next tuesday	atis_flight	O O O O B-fromloc.city_name O B-toloc.city_name B-depart_date.date_relative B-depart_date.day_name
2660	show flights from pittsburgh into san francisco	atis_flight	O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name
2661	i would like to book a flight for august twenty seventh from baltimore to san francisco on us air	atis_flight	O O O O O O O O B-depart_date.month_name B-depart_date.day_number I-depart_date.day_number O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-airline_name I-airline_name
2662	what airport in new york is closest to downtown	atis_airport	O O O B-fromloc.city_name I-fromloc.city_name O B-mod O O
2663	i want a flight that leaves thursday around 7 pm from chicago to kansas city	atis_flight	O O O O O O B-depart_date.day_name B-depart_time.time_relative B-depart_time.time I-depart_time.time O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name
2664	what flights are available monday from san francisco to pittsburgh	atis_flight	O O O O B-depart_date.day_name O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name
2665	show me the round trip tickets from baltimore to dallas	atis_airfare	O O O B-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name
2666	show me the flights from baltimore to pittsburgh	atis_flight	O O O O O B-fromloc.city_name O B-toloc.city_name
2667	what flights are there from newark to seattle on saturday	atis_flight	O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name
2668	i'd like the lowest fare from denver to pittsburgh	atis_airfare	O O O B-cost_relative O O B-fromloc.city_name O B-toloc.city_name
2669	i want to go from denver to oakland	atis_flight	O O O O O B-fromloc.city_name O B-toloc.city_name
2670	i want to fly from milwaukee to orlando	atis_flight	O O O O O B-fromloc.city_name O B-toloc.city_name
2671	give me the latest flight tomorrow on american airlines from milwaukee to tacoma	atis_flight	O O O B-flight_mod O B-depart_date.today_relative O B-airline_name I-airline_name O B-fromloc.city_name O B-toloc.city_name
2672	show me morning flights from atlanta to philadelphia	atis_flight	O O B-depart_time.period_of_day O O B-fromloc.city_name O B-toloc.city_name
2673	what is the price of business class from boston to san francisco on twa	atis_airfare	O O O O O B-class_type I-class_type O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-airline_code
2674	first i'd like to fly from philadelphia to dallas and fly from dallas to san francisco	atis_flight	B-class_type O O O O O B-fromloc.city_name O B-toloc.city_name O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name
2675	show me the cheapest flight arriving in baltimore on june fourteenth starting from dallas	atis_flight	O O O B-cost_relative O O O B-toloc.city_name O B-arrive_date.month_name B-arrive_date.day_number O O B-fromloc.city_name
2676	what would be cost of a round trip from pittsburgh to san francisco	atis_airfare	O O O O O O B-round_trip I-round_trip O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name
2677	philadelphia to san francisco monday	atis_flight	B-fromloc.city_name O B-toloc.city_name I-toloc.city_name B-depart_date.day_name
2678	what flights go from chicago to seattle on continental airlines on saturday	atis_flight	O O O O B-fromloc.city_name O B-toloc.city_name O B-airline_name I-airline_name O B-depart_date.day_name
2679	show me the cheapest one way tickets from atlanta to dallas	atis_airfare	O O O B-cost_relative B-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name
2680	show me all flights from oakland to philadelphia on saturday which serve a meal	atis_flight	O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name O O O B-meal
2681	show me the flights from dulles to san francisco leaving after 6 pm	atis_flight	O O O O O B-fromloc.airport_name O B-toloc.city_name I-toloc.city_name O B-depart_time.time_relative B-depart_time.time I-depart_time.time
2682	can you tell me which flights go from memphis to tacoma and make a stop in los angeles	atis_flight	O O O O O O O O B-fromloc.city_name O B-toloc.city_name O O O O O B-stoploc.city_name I-stoploc.city_name
2683	i need a flight on air canada from toronto to san diego with a layover in dc	atis_flight	O O O O O B-airline_name I-airline_name O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O O O B-stoploc.state_code
2684	how many people fit on a 73s	atis_capacity	O O O O O O B-aircraft_code
2685	show me the flights into love field	atis_flight	O O O O O B-toloc.airport_name I-toloc.airport_name
2686	what flights are available from boston to denver today	atis_flight	O O O O O B-fromloc.city_name O B-toloc.city_name B-depart_date.today_relative
2687	please list the american airlines flights from houston to milwaukee	atis_flight	O O O B-airline_name I-airline_name O O B-fromloc.city_name O B-toloc.city_name
2688	list the number of flights leaving boston for dallas fort worth before 9 am in the morning	atis_quantity	O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name I-toloc.city_name B-depart_time.time_relative B-depart_time.time I-depart_time.time O O B-depart_time.period_of_day
2689	show me the flights from atlanta to baltimore	atis_flight	O O O O O B-fromloc.city_name O B-toloc.city_name
2690	does continental fly from boston to san francisco	atis_flight	O B-airline_name O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name
2691	what flights are there from newark to tampa	atis_flight	O O O O O B-fromloc.city_name O B-toloc.city_name
2692	how many first class flights does united have leaving from all cities today	atis_quantity	O O B-class_type I-class_type O O B-airline_name O O O O O B-depart_date.today_relative
2693	what are all flights from boston to pittsburgh on wednesdays	atis_flight	O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name
2694	show me a list of ground transportation at denver	atis_ground_service	O O O O O O O O B-city_name
2695	show me the evening flights from atlanta to boston	atis_flight	O O O B-depart_time.period_of_day O O B-fromloc.city_name O B-toloc.city_name
2696	show me the flights from denver to philadelphia again	atis_flight	O O O O O B-fromloc.city_name O B-toloc.city_name O
2697	what flights can i take between boston and atlanta so that when i leave boston i will have the maximum amount of time on the ground in atlanta and still return in the same day	atis_flight	O O O O O O B-fromloc.city_name O B-toloc.city_name O O O O O B-fromloc.city_name O O O O O O O O O O O O B-toloc.city_name O O O O O O B-return_date.date_relative
2698	how can i get from indianapolis to montreal in the evening	atis_flight	O O O O O B-fromloc.city_name O B-toloc.city_name O O B-depart_time.period_of_day
2699	what's the capacity of an f28	atis_capacity	O O O O O B-aircraft_code
2700	show me all flights from denver to pittsburgh which serve dinner	atis_flight	O O O O O B-fromloc.city_name O B-toloc.city_name O O B-meal_description
2701	which flights leaving baltimore to dallas on monday afternoon have economic class	atis_flight	O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name B-depart_time.period_of_day O B-class_type O
2702	i'd like to fly early tomorrow from columbus to minneapolis	atis_flight	O O O O B-depart_time.period_mod B-depart_date.today_relative O B-fromloc.city_name O B-toloc.city_name
2703	is there a 4 o'clock flight from washington dc to denver	atis_flight	O O O B-depart_time.time I-depart_time.time O O B-fromloc.city_name B-fromloc.state_code O B-toloc.city_name
2704	information on first class round trip from pittsburgh to san francisco	atis_flight	O O B-class_type I-class_type B-round_trip I-round_trip O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name
2705	when is the earliest flight from boston to denver	atis_flight	O O O B-flight_mod O O B-fromloc.city_name O B-toloc.city_name
2706	san francisco to denver tuesday	atis_flight	B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name B-depart_date.day_name
2707	i need your help with information on ground transportation from the airport in philadelphia to downtown	atis_ground_service	O O O O O O O O O O O O O B-fromloc.city_name O O
2708	show me all flights from montreal	atis_flight	O O O O O B-fromloc.city_name
2709	information on american airlines from fort worth texas to philadelphia	atis_flight	O O B-airline_name I-airline_name O B-fromloc.city_name I-fromloc.city_name B-fromloc.state_name O B-toloc.city_name
2710	what is the meaning of fare code qx and qw	atis_abbreviation	O O O O O O O B-fare_basis_code O B-fare_basis_code
2711	flights on sunday from tampa to charlotte	atis_flight	O O B-depart_date.day_name O B-fromloc.city_name O B-toloc.city_name
2712	show me dallas to boston flights	atis_flight	O O B-fromloc.city_name O B-toloc.city_name O
2713	show me all twa flights please	atis_flight	O O O B-airline_code O O
2714	hello i would like to plan a flight on american airlines from boston to denver	atis_flight	O O O O O O O O O B-airline_name I-airline_name O B-fromloc.city_name O B-toloc.city_name
2715	can i take a single airline from la to charlotte to newark back to la	atis_airline	O O O O O O O B-fromloc.city_name O B-toloc.city_name O B-toloc.city_name O O B-fromloc.city_name
2716	all flights from boston to washington dc	atis_flight	O O O B-fromloc.city_name O B-toloc.city_name B-toloc.state_code
2717	how much does it cost to get downtown from the atlanta airport by limousine	atis_ground_fare	O O O O O O O O O O B-fromloc.airport_name I-fromloc.airport_name O B-transport_type
2718	i'd like to fly united airlines from washington to denver	atis_flight	O O O O B-airline_name I-airline_name O B-fromloc.city_name O B-toloc.city_name
2719	what are the flights from denver to san francisco on tuesday october fifteenth	atis_flight	O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-depart_date.day_name B-depart_date.month_name B-depart_date.day_number
2720	list flights from detroit to san diego on thursday	atis_flight	O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-depart_date.day_name
2721	list all flights from chicago to seattle on continental airlines which depart on saturday before noon and include a meal	atis_flight	O O O O B-fromloc.city_name O B-toloc.city_name O B-airline_name I-airline_name O O O B-depart_date.day_name B-depart_time.time_relative B-depart_time.time O O O B-meal
2722	list all flights from pittsburgh to philadelphia	atis_flight	O O O O B-fromloc.city_name O B-toloc.city_name
2723	what flights from st. paul to kansas city on friday with supper served	atis_flight	O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-depart_date.day_name O B-meal_description O
2724	are there any thrift economy flights to san francisco from boston	atis_flight	O O O B-class_type B-economy O O B-toloc.city_name I-toloc.city_name O B-fromloc.city_name
2725	what flights are available from atlanta to washington dc on wednesday	atis_flight	O O O O O B-fromloc.city_name O B-toloc.city_name B-toloc.state_code O B-depart_date.day_name
2726	show me the flights to love field	atis_flight	O O O O O B-toloc.airport_name I-toloc.airport_name
2727	show me the ground transportation at denver	atis_ground_service	O O O O O O B-city_name
2728	airports	atis_airport	O
2729	give me the continental flights from chicago to seattle on friday	atis_flight	O O O B-airline_name O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name
2730	explain restriction ap 57	atis_abbreviation	O O B-restriction_code I-restriction_code
2731	show me flights from atlanta to philadelphia in the morning	atis_flight	O O O O B-fromloc.city_name O B-toloc.city_name O O B-depart_time.period_of_day
2732	does eastern airlines fly early in the morning between logan and bwi	atis_flight	O B-airline_name I-airline_name O B-depart_time.period_mod O O B-depart_time.period_of_day O B-fromloc.airport_name O B-toloc.airport_code
2733	show me all flights from milwaukee to orlando	atis_flight	O O O O O B-fromloc.city_name O B-toloc.city_name
2734	i would like a flight leaving from washington to boston at 110 pm on august twentieth	atis_flight	O O O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_time.time I-depart_time.time O B-depart_date.month_name B-depart_date.day_number
2735	display all flights from baltimore to boston on july twenty ninth	atis_flight	O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.month_name B-depart_date.day_number I-depart_date.day_number
2736	show me all flights from boston to denver which arrive before noon on wednesday	atis_flight	O O O O O B-fromloc.city_name O B-toloc.city_name O O B-arrive_time.time_relative B-arrive_time.time O B-arrive_date.day_name
2737	hi i'm calling from boston i'd like to make a flight to either orlando or los angeles	atis_flight	O O O O B-fromloc.city_name O O O O O O O O B-toloc.city_name B-or B-toloc.city_name I-toloc.city_name
2738	show me flights from denver to philadelphia	atis_flight	O O O O B-fromloc.city_name O B-toloc.city_name
2739	what time does the flight leave denver going to san francisco on continental airlines	atis_flight_time	O B-flight_time O O O O B-fromloc.city_name O O B-toloc.city_name I-toloc.city_name O B-airline_name I-airline_name
2740	all flights from washington dc to san francisco after 5 pm on november twelfth economy class	atis_flight	O O O B-fromloc.city_name B-fromloc.state_code O B-toloc.city_name I-toloc.city_name B-depart_time.time_relative B-depart_time.time I-depart_time.time O B-depart_date.month_name B-depart_date.day_number B-economy I-economy
2741	show me the flights from boston to pittsburgh on wednesday and thursday	atis_flight	O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name O B-depart_date.day_name
2742	i would like a nonstop flight from new york to las vegas on march second	atis_flight	O O O O B-flight_stop O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-arrive_date.month_name B-arrive_date.day_number
2743	display types of aircraft departing from cleveland to dallas before noon	atis_aircraft	O O O O O O B-fromloc.city_name O B-toloc.city_name B-depart_time.time_relative B-depart_time.time
2744	show me the flights from baltimore to dallas	atis_flight	O O O O O B-fromloc.city_name O B-toloc.city_name
2745	list all flights leaving denver on continental on sunday	atis_flight	O O O O B-fromloc.city_name O B-airline_name O B-depart_date.day_name
2746	first class american flight from philadelphia to dallas on wednesday	atis_flight	B-class_type I-class_type B-airline_name O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name
2747	from washington dc to philadelphia departing in the afternoon	atis_flight	O B-fromloc.city_name B-fromloc.state_code O B-toloc.city_name O O O B-depart_time.period_of_day
2748	what is the meaning of meal code s	atis_abbreviation	O O O O O B-meal_code I-meal_code I-meal_code
2749	list all flights departing from general mitchell	atis_flight	O O O O O B-fromloc.airport_name I-fromloc.airport_name
2750	i would like to know the flights that are available leaving out of pittsburgh to san francisco on thursday night after 9 pm	atis_flight	O O O O O O O O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-depart_date.day_name B-depart_time.period_of_day B-depart_time.time_relative B-depart_time.time I-depart_time.time
2751	please give ground transportation at denver airport	atis_ground_service	O O O O O B-airport_name I-airport_name
2752	please list the flights for me that leave dallas on tuesday morning and arrive in atlanta	atis_flight	O O O O O O O O B-fromloc.city_name O B-depart_date.day_name B-depart_time.period_of_day O O O B-toloc.city_name
2753	what flights does american airlines have from boston to dallas	atis_flight	O O O B-airline_name I-airline_name O O B-fromloc.city_name O B-toloc.city_name
2754	what flights go from boston to pittsburgh after 1205 in the afternoon	atis_flight	O O O O B-fromloc.city_name O B-toloc.city_name B-depart_time.time_relative B-depart_time.time O O B-depart_time.period_of_day
2755	what flights depart from pittsburgh and arrive in oakland california	atis_flight	O O O O B-fromloc.city_name O O O B-toloc.city_name B-toloc.state_name
2756	i'd like to leave atlanta in the afternoon and arrive in philadelphia at 5 pm	atis_flight	O O O O B-fromloc.city_name O O B-depart_time.period_of_day O O O B-toloc.city_name O B-arrive_time.time I-arrive_time.time
2757	what's the earliest flight leaving denver for pittsburgh	atis_flight	O O B-flight_mod O O B-fromloc.city_name O B-toloc.city_name
2758	please list the flight times from boston to pittsburgh	atis_flight_time	O O O B-flight_time I-flight_time O B-fromloc.city_name O B-toloc.city_name
2759	flights from atlanta to washington dc	atis_flight	O O B-fromloc.city_name O B-toloc.city_name B-toloc.state_code
2760	what is restriction ap 55	atis_abbreviation	O O O B-restriction_code I-restriction_code
2761	i am interested in a flight from cincinnati to burbank the flight should be american and leave in the afternoon i need to know the aircraft and flight number	atis_flight	O O O O O O O B-fromloc.city_name O B-toloc.city_name O O O O B-airline_name O O O O B-depart_time.period_of_day O O O O O O O O O
2762	show me all flights from philadelphia to san francisco with one stop in dallas	atis_flight	O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-flight_stop I-flight_stop O B-stoploc.city_name
2763	what is the cheapest flight from san francisco to pittsburgh on sunday	atis_flight	O O O B-cost_relative O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name
2764	i need a united airlines flight from denver to baltimore on saturday	atis_flight	O O O B-airline_name I-airline_name O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name
2765	list all flights from baltimore to atlanta after noon thursday nonstop	atis_flight	O O O O B-fromloc.city_name O B-toloc.city_name B-depart_time.time_relative B-depart_time.time B-depart_date.day_name B-flight_stop
2766	i want a flight from boston to atlanta	atis_flight	O O O O O B-fromloc.city_name O B-toloc.city_name
2767	what type of ground transportation is available between the airport and downtown san francisco	atis_ground_service	O O O O O O O O O O O O B-toloc.city_name I-toloc.city_name
2768	on monday i'd like to travel from las vegas to detroit michigan	atis_flight	O B-depart_date.day_name O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name B-toloc.state_name
2769	show me the flights from boston to san francisco	atis_flight	O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name
2770	show me all the flights leaving baltimore	atis_flight	O O O O O O B-fromloc.city_name
2771	do you have an early morning direct flight from philadelphia to pittsburgh	atis_flight	O O O O B-depart_time.period_of_day B-depart_time.period_of_day B-connect O O B-fromloc.city_name O B-toloc.city_name
2772	i want to see the cheapest flight from denver to pittsburgh	atis_flight	O O O O O B-cost_relative O O B-fromloc.city_name O B-toloc.city_name
2773	show me the car rentals in baltimore	atis_ground_service	O O O B-transport_type I-transport_type O B-city_name
2774	i'm flying from boston to dallas	atis_flight	O O O B-fromloc.city_name O B-toloc.city_name
2775	show me the earliest flight from cleveland to memphis	atis_flight	O O O B-flight_mod O O B-fromloc.city_name O B-toloc.city_name
2776	what is the ground transportation from philadelphia airport to the city proper	atis_ground_service	O O O O O O B-fromloc.airport_name I-fromloc.airport_name O O O O
2777	i'm looking for a flight leaving denver traveling to atlanta and stopping at pittsburgh is this possible	atis_flight	O O O O O O B-fromloc.city_name O O B-toloc.city_name O O O B-stoploc.city_name O O O
2778	what is the first flight after 8 am from boston to san francisco	atis_flight	O O O B-flight_mod O B-depart_time.time_relative B-depart_time.time I-depart_time.time O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name
2779	are there any flights from pittsburgh to boston that leave between noon and 5 o'clock	atis_flight	O O O O O B-fromloc.city_name O B-toloc.city_name O O O B-depart_time.start_time O B-depart_time.end_time I-depart_time.end_time
2780	show me the last flight on wednesday from atlanta to denver	atis_flight	O O O B-flight_mod O O B-depart_date.day_name O B-fromloc.city_name O B-toloc.city_name
2781	show me the ground transportation to westchester county	atis_ground_service	O O O O O O B-city_name I-city_name
2782	find travel arrangements for a round trip flight from dallas to pittsburgh arriving after 8 pm	atis_flight	O O O O O B-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name O B-arrive_time.time_relative B-arrive_time.time I-arrive_time.time
2783	what is the earliest flight from boston to denver	atis_flight	O O O B-flight_mod O O B-fromloc.city_name O B-toloc.city_name
2784	what's the latest flight from san francisco to atlanta	atis_flight	O O B-flight_mod O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name
2785	what types of ground transportation are available in denver	atis_ground_service	O O O O O O O O B-city_name
2786	do you have a 747 that flies from san francisco to baltimore	atis_flight	O O O O B-aircraft_code O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name
2787	what is the type of aircraft for united flight 21	atis_aircraft	O O O O O O O B-airline_name O B-flight_number
2788	show me flights from minneapolis to seattle on july second	atis_flight	O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.month_name B-depart_date.day_number
2789	show me all the flights from san francisco to boston for august thirty first 1991	atis_flight	O O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O B-depart_date.month_name B-depart_date.day_number I-depart_date.day_number B-depart_date.year
2790	what does code y stand for	atis_abbreviation	O O O B-fare_basis_code O O
2791	what is the earliest flight leaving washington to san francisco	atis_flight	O O O B-flight_mod O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name
2792	what flights from newark to los angeles on wednesday	atis_flight	O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-depart_date.day_name
2793	give me the flights from new york to las vegas and memphis to las vegas on sunday	atis_flight	O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-depart_date.day_name
2794	please list all northwest flights into denver	atis_flight	O O O B-airline_name O O B-toloc.city_name
2795	does midwest express serve baltimore	atis_flight	O B-airline_name O O B-city_name
2796	what are the fares for flights from la to newark leaving monday morning	atis_airfare	O O O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name B-depart_time.period_of_day
2797	dallas ground transportation	atis_ground_service	B-city_name O O
2798	i would like a flight from philadelphia to dallas	atis_flight	O O O O O O B-fromloc.city_name O B-toloc.city_name
2799	please list information regarding san francisco airport	atis_airport	O O O O B-airport_name I-airport_name I-airport_name
2800	what times does the late afternoon flight leave from washington for denver	atis_flight_time	O B-flight_time O O B-depart_time.period_of_day I-depart_time.period_of_day O O O B-fromloc.city_name O B-toloc.city_name
2801	i'd like to know the price of first class seats from atlanta to san francisco	atis_airfare	O O O O O O O B-class_type I-class_type O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name
2802	what is the price of american airlines flight 19 from new york to los angeles	atis_airfare	O O O O O B-airline_name I-airline_name O B-flight_number O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name
2803	please show me the return flights from miami to new york	atis_flight	O O O O B-round_trip O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name
2804	looking for a flight from dc to denver colorado	atis_flight	O O O O O B-fromloc.state_code O B-toloc.city_name B-toloc.state_name
2805	flights from san francisco august one	atis_flight	O O B-fromloc.city_name I-fromloc.city_name B-depart_date.month_name B-depart_date.day_number
2806	i'd like a flight tomorrow from columbus to houston with a stopover in nashville	atis_flight	O O O O B-depart_date.today_relative O B-fromloc.city_name O B-toloc.city_name O O O O B-stoploc.city_name
2807	show me flights from boston to baltimore coach on wednesday about 12 noon	atis_flight	O O O O B-fromloc.city_name O B-toloc.city_name B-class_type O B-depart_date.day_name B-depart_time.time_relative B-depart_time.time I-depart_time.time
2808	does american airlines fly from atlanta to philadelphia	atis_flight	O B-airline_name I-airline_name O O B-fromloc.city_name O B-toloc.city_name
2809	what does fare code m mean	atis_abbreviation	O O O O B-fare_basis_code O
2810	what is the last flight from baltimore to boston	atis_flight	O O O B-flight_mod O O B-fromloc.city_name O B-toloc.city_name
2811	list all flights that leave from baltimore or denver or pittsburgh and arrive in philadelphia	atis_flight	O O O O O O B-fromloc.city_name B-or B-fromloc.city_name B-or B-fromloc.city_name O O O B-toloc.city_name
2812	show me the flights from pittsburgh to philadelphia	atis_flight	O O O O O B-fromloc.city_name O B-toloc.city_name
2813	what's the lowest round trip fare from atlanta to pittsburgh	atis_airfare	O O B-cost_relative B-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name
2814	what flights are there on delta from boston to dallas	atis_flight	O O O O O B-airline_name O B-fromloc.city_name O B-toloc.city_name
2815	show me the cheapest fare in the database	atis_cheapest	O O O B-cost_relative O O O O
2816	what kinds of planes are used by midway airlines	atis_aircraft	O O O O O O O B-airline_name I-airline_name
2817	i would like a list of round trip flights between indianapolis and orlando florida for the twenty seventh and the twenty eighth of december	atis_flight	O O O O O O B-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name B-toloc.state_name O O B-depart_date.day_number I-depart_date.day_number O O B-depart_date.day_number I-depart_date.day_number O B-depart_date.month_name
2818	what is your last flight leaving san francisco and arriving in denver	atis_flight	O O O B-flight_mod O O B-fromloc.city_name I-fromloc.city_name O O O B-toloc.city_name
2819	i would like to fly from boston to atlanta	atis_flight	O O O O O O B-fromloc.city_name O B-toloc.city_name
2820	i'd like to make a trip between atlanta and boston i wish to know the cheapest fare	atis_flight	O O O O O O O B-fromloc.city_name O B-toloc.city_name O O O O O B-cost_relative O
2821	what flights are there from new york city to las vegas	atis_flight	O O O O O B-fromloc.city_name I-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name
2822	what's the earliest flight from nashville to tacoma on american on tuesday the eighteenth of may	atis_flight	O O B-flight_mod O O B-fromloc.city_name O B-toloc.city_name O B-airline_name O B-depart_date.day_name O B-depart_date.day_number O B-depart_date.month_name
2823	please list all flights from baltimore to atlanta	atis_flight	O O O O O B-fromloc.city_name O B-toloc.city_name
2824	what is the most expensive flight from dallas to baltimore	atis_flight	O O O B-cost_relative I-cost_relative O O B-fromloc.city_name O B-toloc.city_name
2825	what are the fares for flights between atlanta and dfw provided by delta airlines	atis_airfare	O O O O O O O B-fromloc.city_name O B-toloc.airport_code O O B-airline_name I-airline_name
2826	find travel arrangements for a round trip flight from baltimore to pittsburgh	atis_flight	O O O O O B-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name
2827	what about the flights from boston to la	atis_flight	O O O O O B-fromloc.city_name O B-toloc.city_name
2828	i need a return flight from chicago to kansas city leaving chicago around 7 in the evening on the day following next wednesday	atis_flight	O O O B-round_trip O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-fromloc.city_name B-depart_time.time_relative B-depart_time.time O O B-depart_time.period_of_day O O O B-depart_date.date_relative O B-depart_date.day_name
2829	show me the cheapest round trips from dallas to baltimore	atis_flight	O O O B-cost_relative B-round_trip I-round_trip O B-fromloc.city_name O B-toloc.city_name
2830	what airline besides continental flies between boston and denver	atis_airline	O O B-mod B-airline_name O O B-fromloc.city_name O B-toloc.city_name
2831	what are the flights from philadelphia to dallas on october first 1991	atis_flight	O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.month_name B-depart_date.day_number B-depart_date.year
2832	please list only united airlines flights between denver and boston	atis_flight	O O O B-airline_name I-airline_name O O B-fromloc.city_name O B-toloc.city_name
2833	flights from atlanta to san francisco august second	atis_flight	O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name B-depart_date.month_name B-depart_date.day_number
2834	show me the flights on delta or twa which go through atlanta	atis_flight	O O O O O B-airline_name B-or B-airline_code O O O B-stoploc.city_name
2835	i want an early morning flight from boston to philadelphia	atis_flight	O O O B-depart_time.period_of_day B-depart_time.period_of_day O O B-fromloc.city_name O B-toloc.city_name
2836	i would like a flight from philadelphia to san francisco but i would like to stop in dallas	atis_flight	O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O O O O O O B-stoploc.city_name
2837	what are the costs of flights from dallas to boston tomorrow	atis_airfare	O O O O O O O B-fromloc.city_name O B-toloc.city_name B-depart_date.today_relative
2838	list all the airlines flying between washington and denver	atis_airline	O O O O O O B-fromloc.city_name O B-toloc.city_name
2839	show me the flights from indianapolis to montreal	atis_flight	O O O O O B-fromloc.city_name O B-toloc.city_name
2840	show me the flights between boston and san francisco denver and san francisco boston and denver	atis_flight	O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name B-fromloc.city_name O B-toloc.city_name I-toloc.city_name B-fromloc.city_name O B-toloc.city_name
2841	flights from westchester county to san francisco daily	atis_flight	O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name B-flight_days
2842	can you list the cheapest round trip fare from orlando to kansas city	atis_airfare	O O O O B-cost_relative B-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name
2843	list flights from pittsburgh to atlanta on the evening of august sixth	atis_flight	O O O B-fromloc.city_name O B-toloc.city_name O O B-depart_time.period_of_day O B-depart_date.month_name B-depart_date.day_number
2844	saturday flights from las vegas to montreal	atis_flight	B-depart_date.day_name O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name
2845	please give me all flights from dallas to oakland before noon	atis_flight	O O O O O O B-fromloc.city_name O B-toloc.city_name B-depart_time.time_relative B-depart_time.time
2846	us air next wednesday from cleveland to miami	atis_flight	B-airline_name I-airline_name B-depart_date.date_relative B-depart_date.day_name O B-fromloc.city_name O B-toloc.city_name
2847	may i see all nonstop flights from st. petersburg to charlotte	atis_flight	O O O O B-flight_stop O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name
2848	what kind of aircraft does delta use before 8 am on august second from boston to denver	atis_aircraft	O O O O O B-airline_name O B-depart_time.time_relative B-depart_time.time I-depart_time.time O B-depart_date.month_name B-depart_date.day_number O B-fromloc.city_name O B-toloc.city_name
2849	what flights are available between boston and washington arriving in washington at 630	atis_flight	O O O O O B-fromloc.city_name O B-toloc.city_name O O B-toloc.city_name O B-arrive_time.time
